country,year,iso,region,income_group,gdppccurr,lgdppc,gdpgr,prevgdpgr,gdppcgr,prevgdppcgr,debt,deltadebt,deficit,pbal,inflation,democ,autoc,polity,DEM_polity,durable,xcons,state_fail,cl,pr,fh_status,DEM_fh,fh_score,uds_mean,legis_frac,parliaresp,legiseff,system,execlcr,allhouse,oppmajh,oppmajs,legelec,exelec,liec,eiec,housesys,sensys,cpds,eu,cab_right,cab_cent,cab_left,cab_leaning,party_right,party_cent,party_left,womenpar,inscons,fed,pres,repres,bic,kaopen,openc,interest,unemp,sstran,postfisc_gini
Equatorial Guinea,2014,GNQ,Sub-Saharan Africa,Upper middle income,19245.65151,9.865040419,0.415061836,-4.133192499,-3.646087205,-8.127370064,NA,NA,NA,NA,-1.273838256,0,0.6,0.2,0,45,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,1,0,NA,0,0,0.833333333,0.833333333,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Equatorial Guinea,2015,GNQ,Sub-Saharan Africa,Upper middle income,10717.48218,9.279631536,-9.028391537,0.415061836,-12.58594566,-3.646087205,NA,NA,NA,NA,-23.79123577,0,0.6,0.2,0,46,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,1,0,NA,0,0,0.833333333,0.833333333,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Equatorial Guinea,2016,GNQ,Sub-Saharan Africa,Upper middle income,8747.353473,9.076506473,-8.930462284,-9.028391537,-12.36757332,-12.58594566,NA,NA,NA,NA,-6.678225731,0,0.6,0.2,0,47,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,1,0,NA,0,0,0.833333333,0.833333333,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Equatorial Guinea,2017,GNQ,Sub-Saharan Africa,Upper middle income,NA,NA,NA,-8.930462284,NA,-12.36757332,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,NA,1,0,NA,0,0,0.833333333,0.833333333,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eritrea,1993,ERI,Sub-Saharan Africa,Low income,150.9730942,5.017101637,13.45476252,NA,14.16993037,NA,NA,NA,NA,NA,-1.383170645,0,0.6,0.2,0,0,0.333333333,0,0.333333333,0.166666667,0,0,0.25,-0.683896343,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eritrea,1994,ERI,Sub-Saharan Africa,Low income,172.3215472,5.149362192,21.22141136,13.45476252,21.75588764,14.16993037,NA,NA,NA,NA,10.43214753,0,0.6,0.2,0,1,0.333333333,0,0.333333333,0.166666667,0,0,0.25,-0.691748558,0,0,1,0,NA,1,0,0,1,0,0.166666667,0.166666667,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eritrea,1995,ERI,Sub-Saharan Africa,Low income,187.0504479,5.231378355,2.858379037,21.22141136,2.701403258,21.75588764,NA,NA,NA,NA,9.810040378,0,0.6,0.2,0,2,0.333333333,0,0.5,0.166666667,0.5,0,0.333333333,-0.602965107,0,0,1,0,NA,1,0,0,0,0,0.166666667,0.166666667,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eritrea,1996,ERI,Sub-Saharan Africa,Low income,222.5454459,5.405131332,9.258838371,2.858379037,8.339577029,2.701403258,NA,NA,NA,NA,9.07483508,0,0.6,0.2,0,3,0.333333333,0,0.5,0.166666667,0.5,0,0.333333333,-0.610894985,0,0,1,0,NA,1,0,0,0,0,0.166666667,0.166666667,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eritrea,1997,ERI,Sub-Saharan Africa,Low income,217.1509292,5.380592638,7.908684909,9.258838371,6.373656687,8.339577029,NA,NA,NA,NA,3.897151472,0,0.6,0.2,0,4,0.333333333,0,0.5,0.166666667,0.5,0,0.333333333,-0.60448879,0,0,1,0,NA,1,0,0,0,0,0.166666667,0.166666667,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eritrea,1998,ERI,Sub-Saharan Africa,Low income,231.2266102,5.443398226,1.772582792,7.908684909,-0.212003137,6.373656687,NA,NA,NA,NA,9.109173259,0,0.6,0.2,0,5,0.333333333,0,0.5,0.166666667,0.5,0,0.333333333,-0.607751807,0,0,1,0,NA,1,0,0,0,0,0.166666667,0.166666667,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eritrea,1999,ERI,Sub-Saharan Africa,Low income,208.6209747,5.340519087,0.013480241,1.772582792,-2.350066211,-0.212003137,NA,NA,NA,NA,2.318561344,0,0.6,0.2,0,6,0.333333333,0,0.333333333,0,0,0,0.166666667,-0.764981344,0,0,1,0,NA,1,0,0,0,0,0.166666667,0.166666667,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eritrea,2000,ERI,Sub-Saharan Africa,Low income,208.1969487,5.3384845,-3.141985774,0.013480241,-5.726673438,-2.350066211,NA,NA,NA,NA,24.97759459,0,0.6,0.2,0,7,0.333333333,0,0.333333333,0,0,0,0.166666667,-0.866137622,0,0,1,0,NA,1,0,0,0,0,0.166666667,0.166666667,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eritrea,2001,ERI,Sub-Saharan Africa,Low income,215.1392103,5.371285308,8.75543519,-3.141985774,5.511142661,-5.726673438,NA,NA,NA,NA,15.07726994,0,0.7,0.15,0,8,0.166666667,0,0.166666667,0,0,0,0.083333333,-1.004446599,0,0,1,0,NA,1,0,0,0,0,0.166666667,0.166666667,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eritrea,2002,ERI,Sub-Saharan Africa,Low income,201.7687981,5.307122478,3.005429218,8.75543519,-0.34336523,5.511142661,NA,NA,NA,NA,16.14866733,0,0.7,0.15,0,9,0.166666667,0,0.166666667,0,0,0,0.083333333,-1.005905013,0,0,1,0,NA,1,0,0,0,0,0.166666667,0.166666667,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eritrea,2003,ERI,Sub-Saharan Africa,Low income,232.7945459,5.450156287,-2.655515842,3.005429218,-5.874738983,-0.34336523,NA,NA,NA,NA,21.87284165,0,0.7,0.15,0,10,0.166666667,0,0.166666667,0,0,0,0.083333333,-1.003009155,0,0,1,0,NA,1,0,0,0,0,0.166666667,0.166666667,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eritrea,2004,ERI,Sub-Saharan Africa,Low income,287.4222243,5.660952299,1.451735534,-2.655515842,-1.712742567,-5.874738983,NA,NA,NA,NA,24.79928572,0,0.7,0.15,0,11,0.166666667,0,0.166666667,0,0,0,0.083333333,-1.003032229,0,0,1,0,NA,1,0,0,0,0,0.166666667,0.166666667,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eritrea,2005,ERI,Sub-Saharan Africa,Low income,276.7508096,5.623117497,2.57444953,1.451735534,-0.278298786,-1.712742567,NA,NA,NA,NA,7.623689381,0,0.7,0.15,0,12,0.166666667,0,0.166666667,0,0,0,0.083333333,-1.00598465,0,0,1,0,NA,1,0,0,0,0,0.166666667,0.166666667,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eritrea,2006,ERI,Sub-Saharan Africa,Low income,297.8280588,5.696516336,-0.969216929,2.57444953,-3.346965062,-0.278298786,NA,NA,NA,NA,11.39400375,0,0.7,0.15,0,13,0.166666667,0,0.166666667,0,0,0,0.083333333,-0.943535004,0,0,1,0,NA,1,0,0,0,0,0.166666667,0.166666667,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eritrea,2007,ERI,Sub-Saharan Africa,Low income,317.3294336,5.759940457,1.42682206,-0.969216929,-0.69005245,-3.346965062,NA,NA,NA,NA,7.28820842,0,0.7,0.15,0,14,0.166666667,0,0.166666667,0,0,0,0.083333333,-0.998987275,NA,0,1,0,NA,1,0,0,0,0,0.166666667,0.166666667,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eritrea,2008,ERI,Sub-Saharan Africa,Low income,326.0825642,5.787150614,-9.783030037,1.42682206,-11.47336358,-0.69005245,NA,NA,NA,NA,16.07622012,0,0.7,0.15,0,15,0.166666667,0,0.166666667,0,0,0,0.083333333,-0.943924636,NA,0,1,0,NA,1,0,0,0,0,0.166666667,0.166666667,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eritrea,2009,ERI,Sub-Saharan Africa,Low income,430.7544499,6.065538206,3.87650156,-9.783030037,2.004025688,-11.47336358,NA,NA,NA,NA,29.5045071,0,0.7,0.15,0,16,0.166666667,0,0,0,0,0,0,-1.187323385,NA,0,1,0,NA,1,0,0,0,0,0.166666667,0.166666667,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eritrea,2010,ERI,Sub-Saharan Africa,Low income,482.1490904,6.178253382,2.194190545,3.87650156,0.320461257,2.004025688,NA,NA,NA,NA,11.57375741,0,0.7,0.15,0,17,0.166666667,0,0,0,0,0,0,-1.029971488,NA,0,1,0,NA,1,0,0,0,0,0.166666667,0.166666667,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eritrea,2011,ERI,Sub-Saharan Africa,Low income,582.7755302,6.367802087,8.679799936,2.194190545,6.643278697,0.320461257,NA,NA,NA,NA,13.3408506,0,0.7,0.15,0,18,0.166666667,0,0,0,0,0,0,-1.021410552,NA,0,1,0,NA,1,0,0,0,0,0.166666667,0.166666667,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eritrea,2012,ERI,Sub-Saharan Africa,Low income,NA,NA,NA,8.679799936,NA,6.643278697,NA,NA,NA,NA,NA,0,0.7,0.15,0,19,0.166666667,0,0,0,0,0,0,-1.026175837,NA,0,1,0,NA,1,0,0,0,0,0.166666667,0.166666667,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eritrea,2013,ERI,Sub-Saharan Africa,Low income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.7,0.15,0,20,0.166666667,0,0,0,0,0,0,NA,NA,0,1,0,NA,1,0,0,0,0,0.166666667,0.166666667,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eritrea,2014,ERI,Sub-Saharan Africa,Low income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.7,0.15,0,21,0.166666667,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,1,0,0,0,0,0.166666667,0.166666667,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eritrea,2015,ERI,Sub-Saharan Africa,Low income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.7,0.15,0,22,0.166666667,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,1,0,0,0,0,0.166666667,0.166666667,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eritrea,2016,ERI,Sub-Saharan Africa,Low income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.7,0.15,0,23,0.166666667,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,1,0,0,0,0,0.166666667,0.166666667,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eritrea,2017,ERI,Sub-Saharan Africa,Low income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,NA,1,0,0,0,0,0.166666667,0.166666667,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Estonia,1991,EST,Europe & Central Asia,High income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,0.1,0.8,1,0,1,0,0.666666667,0.833333333,1,1,0.75,0.449296026,0.6551,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Estonia,1992,EST,Europe & Central Asia,High income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,0.1,0.8,1,1,1,0,0.666666667,0.666666667,0.5,0,0.666666667,0.284164351,0.8305,3,3,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,0,50,0,21.43,2,76.44,0,23.56,13.7,NA,0,0,2,1,NA,109.7115,NA,NA,NA,NA
Estonia,1993,EST,Europe & Central Asia,High income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,0.1,0.8,1,2,1,0,0.833333333,0.666666667,1,1,0.75,0.567550211,0.8305,3,3,0,NA,1,0,NA,0,0,1,1,0,NA,1,0,50,0,21.43,2,76.44,0,23.56,13.7,NA,0,0,2,1,NA,135.1469,NA,6.599999905,NA,NA
Estonia,1994,EST,Europe & Central Asia,High income,NA,NA,-1.642383624,NA,NA,NA,NA,NA,NA,NA,NA,0.7,0.1,0.8,1,3,1,0,0.833333333,0.666666667,1,1,0.75,0.571560963,0.9,3,3,0,NA,1,0,NA,0,0,1,1,0,NA,1,0,50,0,21.43,2,76.44,0,23.56,13.7,NA,0,0,2,1,NA,152.0587,NA,7.599999905,NA,NA
Estonia,1995,EST,Europe & Central Asia,High income,3044.383709,8.021053765,4.526698452,-1.642383624,NA,NA,13.28865235,NA,1.076485249,1.234897794,NA,0.7,0.1,0.8,1,4,1,0,0.833333333,0.833333333,1,1,0.833333333,0.630365451,0.8742,3,3,0,NA,1,0,NA,0,0,1,1,0,NA,1,0,20.99,19.57,51.15,3,27.31,15.35,57.34,12.9,NA,0,0,2,1,NA,143.1995,NA,9.800000191,9.491038322,NA
Estonia,1996,EST,Europe & Central Asia,High income,3352.733741,8.117531334,5.323844874,4.526698452,6.889275143,NA,12.23593506,-1.05271729,-0.351244604,-0.057626068,24.65791245,0.7,0.1,0.8,1,5,1,0,0.833333333,1,1,1,0.916666667,0.708926561,0.8742,3,3,0,NA,1,0,NA,1,1,1,1,0,NA,1,0,40,0,60,3,31.65,0,68.35,12.9,NA,0,0,2,1,0.8791946,134.0956,NA,10.19999981,9.845767975,NA
Estonia,1997,EST,Europe & Central Asia,High income,3619.945496,8.194214248,11.79861872,5.323844874,13.08145482,6.889275143,11.26364461,-0.97229045,2.160517159,2.164971834,10.16997517,0.7,0.1,0.8,1,6,1,0,0.833333333,1,1,1,0.916666667,0.716887662,0.8742,3,3,0,NA,1,0,NA,1,0,1,1,0,NA,1,0,8.22,0,74.76,4,6.5,0,93.5,12.9,NA,0,0,2,1,0.9395973,153.6805,NA,9.600000381,9.442088127,NA
Estonia,1998,EST,Europe & Central Asia,High income,4052.292271,8.307037993,4.117257751,11.79861872,5.122184174,13.08145482,10.0339622,-1.22968241,-0.762398944,-0.594077099,7.893231568,0.7,0.1,0.8,1,7,1,0,0.833333333,1,1,1,0.916666667,0.707699176,0.8742,3,3,0,NA,1,0,NA,0,0,1,1,0,NA,1,0,0,0,78.57,5,0,0,100,12.9,NA,0,0,2,1,1,158.429,13.17,9.199999809,9.647035599,NA
Estonia,1999,EST,Europe & Central Asia,High income,4119.347394,8.32345003,-0.856448276,4.117257751,-1.147978999,5.122184174,10.81077039,0.77680819,-3.318378248,-3.256995691,7.44564271,0.8,0.1,0.85,1,0,1,0,0.833333333,1,1,1,0.916666667,0.734970398,0.8182,3,3,0,NA,1,0,NA,1,0,1,1,0,NA,1,0,51.51,0,43.62,3,52.49,0,47.51,17.8,NA,0,0,2,1,1,144.8718,11.39,11.30000019,10.51926517,NA
Estonia,2000,EST,Europe & Central Asia,High income,4070.032827,8.311406344,10.56807495,-0.856448276,10.03454067,-1.147978999,6.802851152,-4.007919238,-0.06486628,0.009729942,3.760529129,0.9,0,0.95,1,0,1,0,0.833333333,1,1,1,0.916666667,0.957596373,0.8182,3,3,0,NA,1,0,NA,0,0,1,1,0,NA,1,0,66.67,0,33.33,2,67.94,0,32.06,17.8,NA,0,0,2,1,1,126.5135,10.48,14.60000038,9.506104469,35.2
Estonia,2001,EST,Europe & Central Asia,High income,4498.957027,8.411600877,6.328710504,10.56807495,7.008146762,10.03454067,6.667334022,-0.13551713,0.197911829,0.192175255,6.32596646,0.9,0,0.95,1,1,1,0,0.833333333,1,1,1,0.916666667,0.886646312,0.8182,3,3,0,NA,1,0,NA,0,1,1,1,0,NA,1,0,66.67,0,33.33,2,67.94,0,32.06,17.8,NA,0,0,2,1,1,126.651,10.15,13,9.090690613,NA
Estonia,2002,EST,Europe & Central Asia,High income,5308.347781,8.577035913,6.076394702,6.328710504,6.750451033,7.008146762,7.620036938,0.952702916,0.420690879,0.442561659,5.047947246,0.9,0,0.95,1,2,1,0,0.833333333,1,1,1,0.916666667,0.894881796,0.8182,3,3,0,NA,0,0,NA,0,0,1,1,0,NA,1,0,44.62,52.92,2.47,2,41.25,56.38,2.37,17.8,NA,0,0,2,1,1,124.0914,8.42,11.19999981,8.905507088,NA
Estonia,2003,EST,Europe & Central Asia,High income,7174.237415,8.878251751,7.416163365,6.076394702,8.092451367,6.750451033,8.388615789,0.768578851,1.80239863,1.541797044,4.293393968,0.9,0,0.95,1,3,1,0,0.833333333,1,1,1,0.916666667,0.958695127,0.786,3,3,0,NA,0,0,NA,1,0,1,1,0,NA,1,0,84.5,15.5,0,1,83.49,16.51,0,18.8,NA,0,0,2,1,1,123.2781,5.25,10.30000019,8.867963791,NA
Estonia,2004,EST,Europe & Central Asia,High income,8850.465115,9.088225292,6.294746225,7.416163365,6.932101241,8.092451367,8.62492861,0.236312821,2.388204113,2.234757622,4.867405088,0.9,0,0.95,1,4,1,0,1,1,1,1,1,1.036298553,0.786,3,3,0,NA,0,0,NA,0,0,1,1,0,NA,1,1,100,0,0,1,100,0,0,18.8,NA,0,0,2,1,1,130.9128,4.39,10.10000038,9.222617149,33.2
Estonia,2005,EST,Europe & Central Asia,High income,10338.31322,9.243612003,9.373711454,6.294746225,10.00140285,6.932101241,8.166154401,-0.458774209,1.124312725,0.948333342,6.071704912,0.9,0,0.95,1,5,1,0,1,1,1,1,1,1.03931415,0.786,3,3,0,NA,0,0,NA,0,0,1,1,0,NA,1,1,74.27,25.73,0,1,66.4,33.6,0,18.8,NA,0,0,2,1,1,136.9166,4.17,8,8.907597542,NA
Estonia,2006,EST,Europe & Central Asia,High income,12595.41065,9.441087792,10.27188409,9.373711454,10.9240292,10.00140285,4.4,-3.766154401,2.909624881,2.6645025,8.877905052,0.9,0,0.95,1,6,1,0,1,1,1,1,1,1.047575303,0.786,3,3,0,NA,0,0,NA,0,1,1,1,0,NA,1,1,64.29,35.71,0,1,53.37,46.63,0,18.8,NA,0,0,2,1,1,137.1214,5.01,5.900000095,8.62317276,NA
Estonia,2007,EST,Europe & Central Asia,High income,16586.4052,9.716338675,7.748192368,10.27188409,8.240850138,10.9240292,3.7,-0.7,2.722178708,2.359016022,11.51045906,0.9,0,0.95,1,7,1,0,1,1,1,1,1,1.106031581,NA,3,3,0,NA,0,0,NA,1,0,1,1,0,NA,1,1,74.89,9.2,15.91,2,75.62,12.01,12.37,20.8,NA,0,0,2,1,1,135.2657,6.09,4.599999905,8.446180344,28.7
Estonia,2008,EST,Europe & Central Asia,High income,18094.54805,9.803365959,-5.41945589,7.748192368,-5.165513258,8.240850138,4.5,0.8,-2.66781419,-3.133046093,7.49280755,0.9,0,0.95,1,8,1,0,1,1,1,1,1,1.089274335,NA,3,3,0,NA,0,0,NA,0,0,1,1,0,NA,1,1,78.57,0,21.43,2,83.33,0,16.67,20.8,NA,0,0,2,1,1,137.5229,8.16,5.5,10.39275837,NA
Estonia,2009,EST,Europe & Central Asia,High income,14726.31828,9.597391531,-14.72440391,-5.41945589,-14.55986124,-5.165513258,7,2.5,-2.180194464,-2.47328831,0.430687766,0.9,0,0.95,1,9,1,0,1,1,1,1,1,1.105015,NA,3,3,0,NA,0,0,NA,0,0,1,1,0,NA,1,1,90.96,0,9.04,2,92.97,0,7.03,22.8,NA,0,0,2,1,1,116.6496,7.78,13.5,13.76374054,NA
Estonia,2010,EST,Europe & Central Asia,High income,14638.60482,9.591417484,2.259075894,-14.72440391,2.492551994,-14.55986124,6.6,-0.4,0.186277626,0.001359691,1.735884047,0.9,0,0.95,1,10,1,0,1,1,1,1,1,1.089039479,NA,3,3,0,NA,0,0,NA,0,0,1,1,0,NA,1,1,100,0,0,1,100,0,0,22.8,NA,0,0,2,1,1,143.7813,5.9,16.70000076,12.73873425,30.7
Estonia,2011,EST,Europe & Central Asia,High income,17454.84342,9.767372449,7.597300209,2.259075894,7.924443455,2.492551994,6.1,-0.5,1.157236392,0.983770978,5.260896424,0.9,0,0.95,1,11,1,0,1,1,1,1,1,1.079680228,NA,3,3,0,NA,0,0,NA,1,1,1,1,0,NA,1,1,100,0,0,1,100,0,0,19.8,NA,0,0,2,1,1,167.3499,NA,12.30000019,11.2085495,NA
Estonia,2012,EST,Europe & Central Asia,High income,17421.89022,9.765482753,4.307258988,7.597300209,4.681290004,7.924443455,9.7,3.6,-0.257720917,-0.353668964,3.159752112,0.9,0,0.95,1,12,1,0,1,1,1,1,1,1.074704645,NA,3,3,0,NA,0,0,NA,0,0,1,1,0,NA,1,1,100,0,0,1,100,0,0,20.8,NA,0,0,2,1,1,172.1851,NA,10,10.72490406,NA
Estonia,2013,EST,Europe & Central Asia,High income,19072.23852,9.855989076,1.936543444,4.307258988,2.299973572,4.681290004,10.2,0.5,-0.16947251,-0.249971952,3.555743231,0.9,0,0.95,1,13,1,0,1,1,1,1,1,NA,NA,3,3,0,NA,0,0,NA,0,0,1,1,0,NA,1,1,100,0,0,1,100,0,0,20.8,NA,0,0,2,1,1,171.3317,NA,8.600000381,10.67012501,33.3
Estonia,2014,EST,Europe & Central Asia,High income,19949.58138,9.900963439,2.890710968,1.936543444,3.160902353,2.299973572,10.7,0.5,0.678084471,0.601616394,1.472050415,0.9,0,0.95,1,14,1,0,1,1,1,1,1,NA,NA,NA,NA,0,NA,0,0,NA,0,0,1,1,0,NA,1,1,67.01,0,32.99,2,70.62,0,29.38,19,NA,0,0,2,1,1,164.3988,NA,7.400000095,10.75145721,NA
Estonia,2015,EST,Europe & Central Asia,High income,17155.87418,9.750095912,1.674286623,2.890710968,1.607658397,3.160902353,10,-0.7,0.103729462,0.007903197,1.246192558,0.9,0,0.95,1,15,1,0,1,1,1,1,1,NA,NA,NA,NA,0,NA,0,0,NA,1,0,1,1,0,NA,1,1,65.89954338,0,31.01369863,2,71.12137998,0,28.87862002,23.8,NA,0,0,2,1,1,NA,NA,6.199999809,11.57237053,NA
Estonia,2016,EST,Europe & Central Asia,High income,17736.8027,9.783397009,2.063262785,1.674286623,2.033554222,1.607658397,9.4,-0.6,-0.290070925,NA,1.592692393,0.9,0,0.95,1,16,1,0,1,1,1,1,1,NA,NA,NA,NA,0,NA,0,0,NA,NA,1,1,1,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Estonia,2017,EST,Europe & Central Asia,High income,NA,NA,NA,2.063262785,NA,2.033554222,8.8,-0.6,-0.1,NA,NA,NA,NA,NA,0,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,0,NA,0,0,NA,0,0,1,1,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ethiopia,1975,ETH,Sub-Saharan Africa,Low income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.7,0.15,0,0,0.333333333,1,0.166666667,0,0,0,0.083333333,-1.046171178,0,0,0,0,NA,NA,NA,NA,0,0,0,0.166666667,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ethiopia,1976,ETH,Sub-Saharan Africa,Low income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.7,0.15,0,1,0.333333333,0,0.166666667,0,0,0,0.083333333,-1.044454404,0,0,0,0,NA,NA,NA,NA,0,0,0,0.166666667,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ethiopia,1977,ETH,Sub-Saharan Africa,Low income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.7,0.15,0,2,0.333333333,0,0,0,0,0,0,-1.182118617,0,0,0,0,NA,NA,NA,NA,0,0,0,0.166666667,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ethiopia,1978,ETH,Sub-Saharan Africa,Low income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.7,0.15,0,3,0.333333333,0,0,0,0,0,0,-1.188651514,0,0,0,0,NA,NA,NA,NA,0,0,0,0.166666667,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ethiopia,1979,ETH,Sub-Saharan Africa,Low income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.7,0.15,0,4,0.333333333,0,0,0,0,0,0,-1.318321551,0,0,0,0,NA,NA,NA,NA,0,0,0,0.166666667,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ethiopia,1980,ETH,Sub-Saharan Africa,Low income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.7,0.15,0,5,0.333333333,0,0,0,0,0,0,-1.483262806,0,0,0,0,NA,NA,NA,NA,0,0,0,0.166666667,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
