iso,country,cown,region,year,income_group
BRA,Brazil,140,Latin America & Caribbean,1982,Upper middle income
BRA,Brazil,140,Latin America & Caribbean,1983,Upper middle income
BRA,Brazil,140,Latin America & Caribbean,1984,Upper middle income
BRA,Brazil,140,Latin America & Caribbean,1985,Upper middle income
BRA,Brazil,140,Latin America & Caribbean,1986,Upper middle income
BRA,Brazil,140,Latin America & Caribbean,1987,Upper middle income
BRA,Brazil,140,Latin America & Caribbean,1988,Upper middle income
BRA,Brazil,140,Latin America & Caribbean,1989,Upper middle income
BRA,Brazil,140,Latin America & Caribbean,1990,Upper middle income
BRA,Brazil,140,Latin America & Caribbean,1991,Upper middle income
BRA,Brazil,140,Latin America & Caribbean,1992,Upper middle income
BRA,Brazil,140,Latin America & Caribbean,1993,Upper middle income
BRA,Brazil,140,Latin America & Caribbean,1994,Upper middle income
BRA,Brazil,140,Latin America & Caribbean,1995,Upper middle income
BRA,Brazil,140,Latin America & Caribbean,1996,Upper middle income
BRA,Brazil,140,Latin America & Caribbean,1997,Upper middle income
BRA,Brazil,140,Latin America & Caribbean,1998,Upper middle income
BRA,Brazil,140,Latin America & Caribbean,1999,Upper middle income
BRA,Brazil,140,Latin America & Caribbean,2000,Upper middle income
BRA,Brazil,140,Latin America & Caribbean,2001,Upper middle income
BRA,Brazil,140,Latin America & Caribbean,2002,Upper middle income
BRA,Brazil,140,Latin America & Caribbean,2003,Upper middle income
BRA,Brazil,140,Latin America & Caribbean,2004,Upper middle income
BRA,Brazil,140,Latin America & Caribbean,2005,Upper middle income
BRA,Brazil,140,Latin America & Caribbean,2006,Upper middle income
BRA,Brazil,140,Latin America & Caribbean,2007,Upper middle income
BRA,Brazil,140,Latin America & Caribbean,2008,Upper middle income
BRA,Brazil,140,Latin America & Caribbean,2009,Upper middle income
BRA,Brazil,140,Latin America & Caribbean,2010,Upper middle income
BRA,Brazil,140,Latin America & Caribbean,2011,Upper middle income
BRA,Brazil,140,Latin America & Caribbean,2012,Upper middle income
BRA,Brazil,140,Latin America & Caribbean,2013,Upper middle income
BRA,Brazil,140,Latin America & Caribbean,2014,Upper middle income
BRA,Brazil,140,Latin America & Caribbean,2015,Upper middle income
BRA,Brazil,140,Latin America & Caribbean,2016,Upper middle income
BRA,Brazil,140,Latin America & Caribbean,2017,Upper middle income
BRB,Barbados,53,Latin America & Caribbean,1960,High income
BRB,Barbados,53,Latin America & Caribbean,1961,High income
BRB,Barbados,53,Latin America & Caribbean,1962,High income
BRB,Barbados,53,Latin America & Caribbean,1963,High income
BRB,Barbados,53,Latin America & Caribbean,1964,High income
BRB,Barbados,53,Latin America & Caribbean,1965,High income
BRB,Barbados,53,Latin America & Caribbean,1966,High income
BRB,Barbados,53,Latin America & Caribbean,1967,High income
BRB,Barbados,53,Latin America & Caribbean,1968,High income
BRB,Barbados,53,Latin America & Caribbean,1969,High income
BRB,Barbados,53,Latin America & Caribbean,1970,High income
BRB,Barbados,53,Latin America & Caribbean,1971,High income
BRB,Barbados,53,Latin America & Caribbean,1972,High income
BRB,Barbados,53,Latin America & Caribbean,1973,High income
BRB,Barbados,53,Latin America & Caribbean,1974,High income
BRB,Barbados,53,Latin America & Caribbean,1975,High income
BRB,Barbados,53,Latin America & Caribbean,1976,High income
BRB,Barbados,53,Latin America & Caribbean,1977,High income
BRB,Barbados,53,Latin America & Caribbean,1978,High income
BRB,Barbados,53,Latin America & Caribbean,1979,High income
BRB,Barbados,53,Latin America & Caribbean,1980,High income
BRB,Barbados,53,Latin America & Caribbean,1981,High income
BRB,Barbados,53,Latin America & Caribbean,1982,High income
BRB,Barbados,53,Latin America & Caribbean,1983,High income
BRB,Barbados,53,Latin America & Caribbean,1984,High income
BRB,Barbados,53,Latin America & Caribbean,1985,High income
BRB,Barbados,53,Latin America & Caribbean,1986,High income
BRB,Barbados,53,Latin America & Caribbean,1987,High income
BRB,Barbados,53,Latin America & Caribbean,1988,High income
BRB,Barbados,53,Latin America & Caribbean,1989,High income
BRB,Barbados,53,Latin America & Caribbean,1990,High income
BRB,Barbados,53,Latin America & Caribbean,1991,High income
BRB,Barbados,53,Latin America & Caribbean,1992,High income
BRB,Barbados,53,Latin America & Caribbean,1993,High income
BRB,Barbados,53,Latin America & Caribbean,1994,High income
BRB,Barbados,53,Latin America & Caribbean,1995,High income
BRB,Barbados,53,Latin America & Caribbean,1996,High income
BRB,Barbados,53,Latin America & Caribbean,1997,High income
BRB,Barbados,53,Latin America & Caribbean,1998,High income
BRB,Barbados,53,Latin America & Caribbean,1999,High income
BRB,Barbados,53,Latin America & Caribbean,2000,High income
BRB,Barbados,53,Latin America & Caribbean,2001,High income
BRB,Barbados,53,Latin America & Caribbean,2002,High income
BRB,Barbados,53,Latin America & Caribbean,2003,High income
BRB,Barbados,53,Latin America & Caribbean,2004,High income
BRB,Barbados,53,Latin America & Caribbean,2005,High income
BRB,Barbados,53,Latin America & Caribbean,2006,High income
BRB,Barbados,53,Latin America & Caribbean,2007,High income
BRB,Barbados,53,Latin America & Caribbean,2008,High income
BRB,Barbados,53,Latin America & Caribbean,2009,High income
BRB,Barbados,53,Latin America & Caribbean,2010,High income
BRB,Barbados,53,Latin America & Caribbean,2011,High income
BRB,Barbados,53,Latin America & Caribbean,2012,High income
BRB,Barbados,53,Latin America & Caribbean,2013,High income
BRB,Barbados,53,Latin America & Caribbean,2014,High income
BRB,Barbados,53,Latin America & Caribbean,2015,High income
BRB,Barbados,53,Latin America & Caribbean,2016,High income
BRB,Barbados,53,Latin America & Caribbean,2017,High income
BRN,Brunei,835,East Asia & Pacific,1960,High income
BRN,Brunei,835,East Asia & Pacific,1961,High income
BRN,Brunei,835,East Asia & Pacific,1962,High income
BRN,Brunei,835,East Asia & Pacific,1963,High income
BRN,Brunei,835,East Asia & Pacific,1964,High income
BRN,Brunei,835,East Asia & Pacific,1965,High income
BRN,Brunei,835,East Asia & Pacific,1966,High income
BRN,Brunei,835,East Asia & Pacific,1967,High income
BRN,Brunei,835,East Asia & Pacific,1968,High income
BRN,Brunei,835,East Asia & Pacific,1969,High income
BRN,Brunei,835,East Asia & Pacific,1970,High income
BRN,Brunei,835,East Asia & Pacific,1971,High income
BRN,Brunei,835,East Asia & Pacific,1972,High income
BRN,Brunei,835,East Asia & Pacific,1973,High income
BRN,Brunei,835,East Asia & Pacific,1974,High income
BRN,Brunei,835,East Asia & Pacific,1975,High income
BRN,Brunei,835,East Asia & Pacific,1976,High income
BRN,Brunei,835,East Asia & Pacific,1977,High income
BRN,Brunei,835,East Asia & Pacific,1978,High income
BRN,Brunei,835,East Asia & Pacific,1979,High income
BRN,Brunei,835,East Asia & Pacific,1980,High income
BRN,Brunei,835,East Asia & Pacific,1981,High income
BRN,Brunei,835,East Asia & Pacific,1982,High income
BRN,Brunei,835,East Asia & Pacific,1983,High income
BRN,Brunei,835,East Asia & Pacific,1984,High income
BRN,Brunei,835,East Asia & Pacific,1985,High income
BRN,Brunei,835,East Asia & Pacific,1986,High income
BRN,Brunei,835,East Asia & Pacific,1987,High income
BRN,Brunei,835,East Asia & Pacific,1988,High income
BRN,Brunei,835,East Asia & Pacific,1989,High income
BRN,Brunei,835,East Asia & Pacific,1990,High income
BRN,Brunei,835,East Asia & Pacific,1991,High income
BRN,Brunei,835,East Asia & Pacific,1992,High income
BRN,Brunei,835,East Asia & Pacific,1993,High income
BRN,Brunei,835,East Asia & Pacific,1994,High income
BRN,Brunei,835,East Asia & Pacific,1995,High income
BRN,Brunei,835,East Asia & Pacific,1996,High income
BRN,Brunei,835,East Asia & Pacific,1997,High income
BRN,Brunei,835,East Asia & Pacific,1998,High income
BRN,Brunei,835,East Asia & Pacific,1999,High income
BRN,Brunei,835,East Asia & Pacific,2000,High income
BRN,Brunei,835,East Asia & Pacific,2001,High income
BRN,Brunei,835,East Asia & Pacific,2002,High income
BRN,Brunei,835,East Asia & Pacific,2003,High income
BRN,Brunei,835,East Asia & Pacific,2004,High income
BRN,Brunei,835,East Asia & Pacific,2005,High income
BRN,Brunei,835,East Asia & Pacific,2006,High income
BRN,Brunei,835,East Asia & Pacific,2007,High income
BRN,Brunei,835,East Asia & Pacific,2008,High income
BRN,Brunei,835,East Asia & Pacific,2009,High income
BRN,Brunei,835,East Asia & Pacific,2010,High income
BRN,Brunei,835,East Asia & Pacific,2011,High income
BRN,Brunei,835,East Asia & Pacific,2012,High income
BRN,Brunei,835,East Asia & Pacific,2013,High income
BRN,Brunei,835,East Asia & Pacific,2014,High income
BRN,Brunei,835,East Asia & Pacific,2015,High income
BRN,Brunei,835,East Asia & Pacific,2016,High income
BRN,Brunei,835,East Asia & Pacific,2017,High income
BTN,Bhutan,760,South Asia,1960,Lower middle income
BTN,Bhutan,760,South Asia,1961,Lower middle income
BTN,Bhutan,760,South Asia,1962,Lower middle income
BTN,Bhutan,760,South Asia,1963,Lower middle income
BTN,Bhutan,760,South Asia,1964,Lower middle income
BTN,Bhutan,760,South Asia,1965,Lower middle income
BTN,Bhutan,760,South Asia,1966,Lower middle income
BTN,Bhutan,760,South Asia,1967,Lower middle income
BTN,Bhutan,760,South Asia,1968,Lower middle income
BTN,Bhutan,760,South Asia,1969,Lower middle income
BTN,Bhutan,760,South Asia,1970,Lower middle income
BTN,Bhutan,760,South Asia,1971,Lower middle income
BTN,Bhutan,760,South Asia,1972,Lower middle income
BTN,Bhutan,760,South Asia,1973,Lower middle income
BTN,Bhutan,760,South Asia,1974,Lower middle income
BTN,Bhutan,760,South Asia,1975,Lower middle income
BTN,Bhutan,760,South Asia,1976,Lower middle income
BTN,Bhutan,760,South Asia,1977,Lower middle income
BTN,Bhutan,760,South Asia,1978,Lower middle income
BTN,Bhutan,760,South Asia,1979,Lower middle income
BTN,Bhutan,760,South Asia,1980,Lower middle income
BTN,Bhutan,760,South Asia,1981,Lower middle income
BTN,Bhutan,760,South Asia,1982,Lower middle income
BTN,Bhutan,760,South Asia,1983,Lower middle income
BTN,Bhutan,760,South Asia,1984,Lower middle income
BTN,Bhutan,760,South Asia,1985,Lower middle income
BTN,Bhutan,760,South Asia,1986,Lower middle income
BTN,Bhutan,760,South Asia,1987,Lower middle income
BTN,Bhutan,760,South Asia,1988,Lower middle income
BTN,Bhutan,760,South Asia,1989,Lower middle income
BTN,Bhutan,760,South Asia,1990,Lower middle income
BTN,Bhutan,760,South Asia,1991,Lower middle income
BTN,Bhutan,760,South Asia,1992,Lower middle income
BTN,Bhutan,760,South Asia,1993,Lower middle income
BTN,Bhutan,760,South Asia,1994,Lower middle income
BTN,Bhutan,760,South Asia,1995,Lower middle income
BTN,Bhutan,760,South Asia,1996,Lower middle income
BTN,Bhutan,760,South Asia,1997,Lower middle income
BTN,Bhutan,760,South Asia,1998,Lower middle income
BTN,Bhutan,760,South Asia,1999,Lower middle income
BTN,Bhutan,760,South Asia,2000,Lower middle income
BTN,Bhutan,760,South Asia,2001,Lower middle income
BTN,Bhutan,760,South Asia,2002,Lower middle income
BTN,Bhutan,760,South Asia,2003,Lower middle income
BTN,Bhutan,760,South Asia,2004,Lower middle income
BTN,Bhutan,760,South Asia,2005,Lower middle income
BTN,Bhutan,760,South Asia,2006,Lower middle income
BTN,Bhutan,760,South Asia,2007,Lower middle income
BTN,Bhutan,760,South Asia,2008,Lower middle income
BTN,Bhutan,760,South Asia,2009,Lower middle income
BTN,Bhutan,760,South Asia,2010,Lower middle income
BTN,Bhutan,760,South Asia,2011,Lower middle income
BTN,Bhutan,760,South Asia,2012,Lower middle income
BTN,Bhutan,760,South Asia,2013,Lower middle income
BTN,Bhutan,760,South Asia,2014,Lower middle income
BTN,Bhutan,760,South Asia,2015,Lower middle income
BTN,Bhutan,760,South Asia,2016,Lower middle income
BTN,Bhutan,760,South Asia,2017,Lower middle income
BWA,Botswana,571,Sub-Saharan Africa,1960,Upper middle income
BWA,Botswana,571,Sub-Saharan Africa,1961,Upper middle income
BWA,Botswana,571,Sub-Saharan Africa,1962,Upper middle income
BWA,Botswana,571,Sub-Saharan Africa,1963,Upper middle income
BWA,Botswana,571,Sub-Saharan Africa,1964,Upper middle income
BWA,Botswana,571,Sub-Saharan Africa,1965,Upper middle income
BWA,Botswana,571,Sub-Saharan Africa,1966,Upper middle income
BWA,Botswana,571,Sub-Saharan Africa,1967,Upper middle income
BWA,Botswana,571,Sub-Saharan Africa,1968,Upper middle income
BWA,Botswana,571,Sub-Saharan Africa,1969,Upper middle income
BWA,Botswana,571,Sub-Saharan Africa,1970,Upper middle income
BWA,Botswana,571,Sub-Saharan Africa,1971,Upper middle income
BWA,Botswana,571,Sub-Saharan Africa,1972,Upper middle income
BWA,Botswana,571,Sub-Saharan Africa,1973,Upper middle income
BWA,Botswana,571,Sub-Saharan Africa,1974,Upper middle income
BWA,Botswana,571,Sub-Saharan Africa,1975,Upper middle income
BWA,Botswana,571,Sub-Saharan Africa,1976,Upper middle income
BWA,Botswana,571,Sub-Saharan Africa,1977,Upper middle income
BWA,Botswana,571,Sub-Saharan Africa,1978,Upper middle income
BWA,Botswana,571,Sub-Saharan Africa,1979,Upper middle income
BWA,Botswana,571,Sub-Saharan Africa,1980,Upper middle income
BWA,Botswana,571,Sub-Saharan Africa,1981,Upper middle income
BWA,Botswana,571,Sub-Saharan Africa,1982,Upper middle income
BWA,Botswana,571,Sub-Saharan Africa,1983,Upper middle income
BWA,Botswana,571,Sub-Saharan Africa,1984,Upper middle income
BWA,Botswana,571,Sub-Saharan Africa,1985,Upper middle income
BWA,Botswana,571,Sub-Saharan Africa,1986,Upper middle income
BWA,Botswana,571,Sub-Saharan Africa,1987,Upper middle income
BWA,Botswana,571,Sub-Saharan Africa,1988,Upper middle income
BWA,Botswana,571,Sub-Saharan Africa,1989,Upper middle income
BWA,Botswana,571,Sub-Saharan Africa,1990,Upper middle income
BWA,Botswana,571,Sub-Saharan Africa,1991,Upper middle income
BWA,Botswana,571,Sub-Saharan Africa,1992,Upper middle income
BWA,Botswana,571,Sub-Saharan Africa,1993,Upper middle income
BWA,Botswana,571,Sub-Saharan Africa,1994,Upper middle income
BWA,Botswana,571,Sub-Saharan Africa,1995,Upper middle income
BWA,Botswana,571,Sub-Saharan Africa,1996,Upper middle income
BWA,Botswana,571,Sub-Saharan Africa,1997,Upper middle income
BWA,Botswana,571,Sub-Saharan Africa,1998,Upper middle income
BWA,Botswana,571,Sub-Saharan Africa,1999,Upper middle income
BWA,Botswana,571,Sub-Saharan Africa,2000,Upper middle income
BWA,Botswana,571,Sub-Saharan Africa,2001,Upper middle income
BWA,Botswana,571,Sub-Saharan Africa,2002,Upper middle income
BWA,Botswana,571,Sub-Saharan Africa,2003,Upper middle income
BWA,Botswana,571,Sub-Saharan Africa,2004,Upper middle income
BWA,Botswana,571,Sub-Saharan Africa,2005,Upper middle income
BWA,Botswana,571,Sub-Saharan Africa,2006,Upper middle income
BWA,Botswana,571,Sub-Saharan Africa,2007,Upper middle income
BWA,Botswana,571,Sub-Saharan Africa,2008,Upper middle income
BWA,Botswana,571,Sub-Saharan Africa,2009,Upper middle income
BWA,Botswana,571,Sub-Saharan Africa,2010,Upper middle income
BWA,Botswana,571,Sub-Saharan Africa,2011,Upper middle income
BWA,Botswana,571,Sub-Saharan Africa,2012,Upper middle income
BWA,Botswana,571,Sub-Saharan Africa,2013,Upper middle income
BWA,Botswana,571,Sub-Saharan Africa,2014,Upper middle income
BWA,Botswana,571,Sub-Saharan Africa,2015,Upper middle income
BWA,Botswana,571,Sub-Saharan Africa,2016,Upper middle income
BWA,Botswana,571,Sub-Saharan Africa,2017,Upper middle income
CAF,Central African Republic,482,Sub-Saharan Africa,1960,Low income
CAF,Central African Republic,482,Sub-Saharan Africa,1961,Low income
CAF,Central African Republic,482,Sub-Saharan Africa,1962,Low income
CAF,Central African Republic,482,Sub-Saharan Africa,1963,Low income
CAF,Central African Republic,482,Sub-Saharan Africa,1964,Low income
CAF,Central African Republic,482,Sub-Saharan Africa,1965,Low income
CAF,Central African Republic,482,Sub-Saharan Africa,1966,Low income
CAF,Central African Republic,482,Sub-Saharan Africa,1967,Low income
CAF,Central African Republic,482,Sub-Saharan Africa,1968,Low income
CAF,Central African Republic,482,Sub-Saharan Africa,1969,Low income
CAF,Central African Republic,482,Sub-Saharan Africa,1970,Low income
CAF,Central African Republic,482,Sub-Saharan Africa,1971,Low income
CAF,Central African Republic,482,Sub-Saharan Africa,1972,Low income
CAF,Central African Republic,482,Sub-Saharan Africa,1973,Low income
CAF,Central African Republic,482,Sub-Saharan Africa,1974,Low income
CAF,Central African Republic,482,Sub-Saharan Africa,1975,Low income
CAF,Central African Republic,482,Sub-Saharan Africa,1976,Low income
CAF,Central African Republic,482,Sub-Saharan Africa,1977,Low income
CAF,Central African Republic,482,Sub-Saharan Africa,1978,Low income
CAF,Central African Republic,482,Sub-Saharan Africa,1979,Low income
CAF,Central African Republic,482,Sub-Saharan Africa,1980,Low income
CAF,Central African Republic,482,Sub-Saharan Africa,1981,Low income
CAF,Central African Republic,482,Sub-Saharan Africa,1982,Low income
CAF,Central African Republic,482,Sub-Saharan Africa,1983,Low income
CAF,Central African Republic,482,Sub-Saharan Africa,1984,Low income
CAF,Central African Republic,482,Sub-Saharan Africa,1985,Low income
CAF,Central African Republic,482,Sub-Saharan Africa,1986,Low income
CAF,Central African Republic,482,Sub-Saharan Africa,1987,Low income
CAF,Central African Republic,482,Sub-Saharan Africa,1988,Low income
CAF,Central African Republic,482,Sub-Saharan Africa,1989,Low income
CAF,Central African Republic,482,Sub-Saharan Africa,1990,Low income
CAF,Central African Republic,482,Sub-Saharan Africa,1991,Low income
CAF,Central African Republic,482,Sub-Saharan Africa,1992,Low income
CAF,Central African Republic,482,Sub-Saharan Africa,1993,Low income
CAF,Central African Republic,482,Sub-Saharan Africa,1994,Low income
CAF,Central African Republic,482,Sub-Saharan Africa,1995,Low income
CAF,Central African Republic,482,Sub-Saharan Africa,1996,Low income
CAF,Central African Republic,482,Sub-Saharan Africa,1997,Low income
CAF,Central African Republic,482,Sub-Saharan Africa,1998,Low income
CAF,Central African Republic,482,Sub-Saharan Africa,1999,Low income
CAF,Central African Republic,482,Sub-Saharan Africa,2000,Low income
CAF,Central African Republic,482,Sub-Saharan Africa,2001,Low income
CAF,Central African Republic,482,Sub-Saharan Africa,2002,Low income
CAF,Central African Republic,482,Sub-Saharan Africa,2003,Low income
CAF,Central African Republic,482,Sub-Saharan Africa,2004,Low income
CAF,Central African Republic,482,Sub-Saharan Africa,2005,Low income
CAF,Central African Republic,482,Sub-Saharan Africa,2006,Low income
CAF,Central African Republic,482,Sub-Saharan Africa,2007,Low income
CAF,Central African Republic,482,Sub-Saharan Africa,2008,Low income
CAF,Central African Republic,482,Sub-Saharan Africa,2009,Low income
CAF,Central African Republic,482,Sub-Saharan Africa,2010,Low income
CAF,Central African Republic,482,Sub-Saharan Africa,2011,Low income
CAF,Central African Republic,482,Sub-Saharan Africa,2012,Low income
CAF,Central African Republic,482,Sub-Saharan Africa,2013,Low income
CAF,Central African Republic,482,Sub-Saharan Africa,2014,Low income
CAF,Central African Republic,482,Sub-Saharan Africa,2015,Low income
CAF,Central African Republic,482,Sub-Saharan Africa,2016,Low income
CAF,Central African Republic,482,Sub-Saharan Africa,2017,Low income
CAN,Canada,20,North America,1960,High income
CAN,Canada,20,North America,1961,High income
CAN,Canada,20,North America,1962,High income
CAN,Canada,20,North America,1963,High income
CAN,Canada,20,North America,1964,High income
CAN,Canada,20,North America,1965,High income
CAN,Canada,20,North America,1966,High income
CAN,Canada,20,North America,1967,High income
CAN,Canada,20,North America,1968,High income
CAN,Canada,20,North America,1969,High income
CAN,Canada,20,North America,1970,High income
CAN,Canada,20,North America,1971,High income
CAN,Canada,20,North America,1972,High income
CAN,Canada,20,North America,1973,High income
CAN,Canada,20,North America,1974,High income
CAN,Canada,20,North America,1975,High income
CAN,Canada,20,North America,1976,High income
CAN,Canada,20,North America,1977,High income
CAN,Canada,20,North America,1978,High income
CAN,Canada,20,North America,1979,High income
CAN,Canada,20,North America,1980,High income
CAN,Canada,20,North America,1981,High income
CAN,Canada,20,North America,1982,High income
CAN,Canada,20,North America,1983,High income
CAN,Canada,20,North America,1984,High income
CAN,Canada,20,North America,1985,High income
CAN,Canada,20,North America,1986,High income
CAN,Canada,20,North America,1987,High income
CAN,Canada,20,North America,1988,High income
CAN,Canada,20,North America,1989,High income
CAN,Canada,20,North America,1990,High income
CAN,Canada,20,North America,1991,High income
CAN,Canada,20,North America,1992,High income
CAN,Canada,20,North America,1993,High income
CAN,Canada,20,North America,1994,High income
CAN,Canada,20,North America,1995,High income
CAN,Canada,20,North America,1996,High income
CAN,Canada,20,North America,1997,High income
CAN,Canada,20,North America,1998,High income
CAN,Canada,20,North America,1999,High income
CAN,Canada,20,North America,2000,High income
CAN,Canada,20,North America,2001,High income
CAN,Canada,20,North America,2002,High income
CAN,Canada,20,North America,2003,High income
CAN,Canada,20,North America,2004,High income
CAN,Canada,20,North America,2005,High income
CAN,Canada,20,North America,2006,High income
CAN,Canada,20,North America,2007,High income
CAN,Canada,20,North America,2008,High income
CAN,Canada,20,North America,2009,High income
CAN,Canada,20,North America,2010,High income
CAN,Canada,20,North America,2011,High income
CAN,Canada,20,North America,2012,High income
CAN,Canada,20,North America,2013,High income
CAN,Canada,20,North America,2014,High income
CAN,Canada,20,North America,2015,High income
CAN,Canada,20,North America,2016,High income
CAN,Canada,20,North America,2017,High income
CEB,NA,NA,,1960,
CEB,NA,NA,,1961,
CEB,NA,NA,,1962,
CEB,NA,NA,,1963,
CEB,NA,NA,,1964,
CEB,NA,NA,,1965,
CEB,NA,NA,,1966,
CEB,NA,NA,,1967,
CEB,NA,NA,,1968,
CEB,NA,NA,,1969,
CEB,NA,NA,,1970,
CEB,NA,NA,,1971,
CEB,NA,NA,,1972,
CEB,NA,NA,,1973,
CEB,NA,NA,,1974,
CEB,NA,NA,,1975,
CEB,NA,NA,,1976,
CEB,NA,NA,,1977,
CEB,NA,NA,,1978,
CEB,NA,NA,,1979,
CEB,NA,NA,,1980,
CEB,NA,NA,,1981,
CEB,NA,NA,,1982,
CEB,NA,NA,,1983,
CEB,NA,NA,,1984,
CEB,NA,NA,,1985,
CEB,NA,NA,,1986,
CEB,NA,NA,,1987,
CEB,NA,NA,,1988,
CEB,NA,NA,,1989,
CEB,NA,NA,,1990,
CEB,NA,NA,,1991,
CEB,NA,NA,,1992,
CEB,NA,NA,,1993,
CEB,NA,NA,,1994,
CEB,NA,NA,,1995,
CEB,NA,NA,,1996,
CEB,NA,NA,,1997,
CEB,NA,NA,,1998,
CEB,NA,NA,,1999,
CEB,NA,NA,,2000,
CEB,NA,NA,,2001,
CEB,NA,NA,,2002,
CEB,NA,NA,,2003,
CEB,NA,NA,,2004,
CEB,NA,NA,,2005,
CEB,NA,NA,,2006,
CEB,NA,NA,,2007,
CEB,NA,NA,,2008,
CEB,NA,NA,,2009,
CEB,NA,NA,,2010,
CEB,NA,NA,,2011,
CEB,NA,NA,,2012,
CEB,NA,NA,,2013,
CEB,NA,NA,,2014,
CEB,NA,NA,,2015,
CEB,NA,NA,,2016,
CEB,NA,NA,,2017,
CHE,Switzerland,225,Europe & Central Asia,1960,High income
CHE,Switzerland,225,Europe & Central Asia,1961,High income
CHE,Switzerland,225,Europe & Central Asia,1962,High income
CHE,Switzerland,225,Europe & Central Asia,1963,High income
CHE,Switzerland,225,Europe & Central Asia,1964,High income
CHE,Switzerland,225,Europe & Central Asia,1965,High income
CHE,Switzerland,225,Europe & Central Asia,1966,High income
CHE,Switzerland,225,Europe & Central Asia,1967,High income
CHE,Switzerland,225,Europe & Central Asia,1968,High income
CHE,Switzerland,225,Europe & Central Asia,1969,High income
CHE,Switzerland,225,Europe & Central Asia,1970,High income
CHE,Switzerland,225,Europe & Central Asia,1971,High income
CHE,Switzerland,225,Europe & Central Asia,1972,High income
CHE,Switzerland,225,Europe & Central Asia,1973,High income
CHE,Switzerland,225,Europe & Central Asia,1974,High income
CHE,Switzerland,225,Europe & Central Asia,1975,High income
CHE,Switzerland,225,Europe & Central Asia,1976,High income
CHE,Switzerland,225,Europe & Central Asia,1977,High income
CHE,Switzerland,225,Europe & Central Asia,1978,High income
CHE,Switzerland,225,Europe & Central Asia,1979,High income
CHE,Switzerland,225,Europe & Central Asia,1980,High income
CHE,Switzerland,225,Europe & Central Asia,1981,High income
CHE,Switzerland,225,Europe & Central Asia,1982,High income
CHE,Switzerland,225,Europe & Central Asia,1983,High income
CHE,Switzerland,225,Europe & Central Asia,1984,High income
CHE,Switzerland,225,Europe & Central Asia,1985,High income
CHE,Switzerland,225,Europe & Central Asia,1986,High income
CHE,Switzerland,225,Europe & Central Asia,1987,High income
CHE,Switzerland,225,Europe & Central Asia,1988,High income
CHE,Switzerland,225,Europe & Central Asia,1989,High income
CHE,Switzerland,225,Europe & Central Asia,1990,High income
CHE,Switzerland,225,Europe & Central Asia,1991,High income
CHE,Switzerland,225,Europe & Central Asia,1992,High income
CHE,Switzerland,225,Europe & Central Asia,1993,High income
CHE,Switzerland,225,Europe & Central Asia,1994,High income
CHE,Switzerland,225,Europe & Central Asia,1995,High income
CHE,Switzerland,225,Europe & Central Asia,1996,High income
CHE,Switzerland,225,Europe & Central Asia,1997,High income
CHE,Switzerland,225,Europe & Central Asia,1998,High income
CHE,Switzerland,225,Europe & Central Asia,1999,High income
CHE,Switzerland,225,Europe & Central Asia,2000,High income
CHE,Switzerland,225,Europe & Central Asia,2001,High income
CHE,Switzerland,225,Europe & Central Asia,2002,High income
CHE,Switzerland,225,Europe & Central Asia,2003,High income
CHE,Switzerland,225,Europe & Central Asia,2004,High income
CHE,Switzerland,225,Europe & Central Asia,2005,High income
CHE,Switzerland,225,Europe & Central Asia,2006,High income
CHE,Switzerland,225,Europe & Central Asia,2007,High income
CHE,Switzerland,225,Europe & Central Asia,2008,High income
CHE,Switzerland,225,Europe & Central Asia,2009,High income
CHE,Switzerland,225,Europe & Central Asia,2010,High income
CHE,Switzerland,225,Europe & Central Asia,2011,High income
CHE,Switzerland,225,Europe & Central Asia,2012,High income
CHE,Switzerland,225,Europe & Central Asia,2013,High income
CHE,Switzerland,225,Europe & Central Asia,2014,High income
CHE,Switzerland,225,Europe & Central Asia,2015,High income
CHE,Switzerland,225,Europe & Central Asia,2016,High income
CHE,Switzerland,225,Europe & Central Asia,2017,High income
CHI,NA,NA,Europe & Central Asia,1960,High income
CHI,NA,NA,Europe & Central Asia,1961,High income
CHI,NA,NA,Europe & Central Asia,1962,High income
CHI,NA,NA,Europe & Central Asia,1963,High income
CHI,NA,NA,Europe & Central Asia,1964,High income
CHI,NA,NA,Europe & Central Asia,1965,High income
CHI,NA,NA,Europe & Central Asia,1966,High income
CHI,NA,NA,Europe & Central Asia,1967,High income
CHI,NA,NA,Europe & Central Asia,1968,High income
CHI,NA,NA,Europe & Central Asia,1969,High income
CHI,NA,NA,Europe & Central Asia,1970,High income
CHI,NA,NA,Europe & Central Asia,1971,High income
CHI,NA,NA,Europe & Central Asia,1972,High income
CHI,NA,NA,Europe & Central Asia,1973,High income
CHI,NA,NA,Europe & Central Asia,1974,High income
CHI,NA,NA,Europe & Central Asia,1975,High income
CHI,NA,NA,Europe & Central Asia,1976,High income
CHI,NA,NA,Europe & Central Asia,1977,High income
CHI,NA,NA,Europe & Central Asia,1978,High income
CHI,NA,NA,Europe & Central Asia,1979,High income
CHI,NA,NA,Europe & Central Asia,1980,High income
CHI,NA,NA,Europe & Central Asia,1981,High income
CHI,NA,NA,Europe & Central Asia,1982,High income
CHI,NA,NA,Europe & Central Asia,1983,High income
CHI,NA,NA,Europe & Central Asia,1984,High income
CHI,NA,NA,Europe & Central Asia,1985,High income
CHI,NA,NA,Europe & Central Asia,1986,High income
