country,year,iso,region,income_group,gdppccurr,lgdppc,gdpgr,prevgdpgr,gdppcgr,prevgdppcgr,debt,deltadebt,deficit,spending,pbal,CLI,inflation,legisfrac,parliaresp,legiseff,legisselec,system,prtyin,execrlc,allhouse,oppmajh,oppmajs,legelec,exelec,liec,eiec,ssh,prop_rep,housesys,sensys,cpds,eu,cab_right,cab_cent,cab_left,cab_leaning,party_right,party_cent,party_left,womenpar,inscons,fed,pres,repres,bic,kaopen,openc,pop1564,pop65,interest,unemp,sstran,postfisc_gini,democ,autoc,polity,durable,xcons,state_fail,cl,pr,fh_status,fh_score,uds_mean
Canada,2015,CAN,North America,High income,43525.37019,10.68109927,0.941632687,2.565313143,0.163265349,1.74722367,98.42502718,6.16007257,-1.121743959,40.25142572,-0.516264029,99.87707,1.125241361,NA,NA,NA,NA,2,9,NA,0,0,0,1,0,7,7,0.25,0,1,NA,1,0,84.10958904,15.89041096,0,1,84.10958904,15.89041096,0,26,3,2,0,0,3,NA,NA,#VALUE!,#VALUE!,1.521694596,6.906318188,9.621068954,NA,1,0,1,127,1,0,1,1,1,1,NA
Switzerland,1975,CHE,Europe & Central Asia,High income,NA,#VALUE!,-7.283174541,NA,NA,NA,NA,NA,NA,NA,NA,95.78066,6.696593568,0.8003,0,3,2,2,NA,NA,0,0,0,1,0,7,7,0.18,1,0,1,1,0,42.86,28.57,28.57,2,44.19,27.16,28.65,7,5,2,2,2,4,NA,66.56466,64.99282288,12.57470139,6.435833333,0.320744097,12.48618,NA,1,0,1,127,1,0,1,1,1,1,2.080568124
Switzerland,1976,CHE,Europe & Central Asia,High income,NA,#VALUE!,-1.403676042,-7.283174541,NA,NA,NA,NA,NA,NA,NA,98.73406,1.715474205,0.8003,0,3,2,2,NA,NA,0,0,0,0,0,7,7,0.18,1,0,1,1,0,42.86,28.57,28.57,2,40.24,27.22,32.54,7,5,2,2,2,4,NA,70.91767,65.12754957,12.92135482,4.9825,0.690846324,13.1692,NA,1,0,1,128,1,0,1,1,1,1,2.090403792
Switzerland,1977,CHE,Europe & Central Asia,High income,NA,#VALUE!,2.43365209,-1.403676042,NA,NA,NA,NA,NA,NA,NA,100.9125,1.296002081,0.8003,0,3,2,2,NA,NA,0,0,0,0,0,7,7,0.18,1,0,1,1,0,42.86,28.57,28.57,2,40.24,27.22,32.54,7,5,2,2,2,4,NA,78.50798,65.33919172,13.2351359,4.045,0.394250512,13.29652,NA,1,0,1,129,1,0,1,1,1,1,2.080175445
Switzerland,1978,CHE,Europe & Central Asia,High income,NA,#VALUE!,0.409083757,2.43365209,NA,NA,NA,NA,NA,NA,NA,100.7201,1.028788771,0.8003,0,3,2,2,NA,NA,0,0,0,0,0,7,7,0.18,1,0,1,1,0,42.86,28.57,28.57,2,40.24,27.22,32.54,7,5,2,2,2,4,NA,75.18377,65.62261927,13.49972235,3.326666667,0.325520813,13.20916,NA,1,0,1,130,1,0,1,1,1,1,1.998989033
Switzerland,1979,CHE,Europe & Central Asia,High income,NA,#VALUE!,2.491512144,0.409083757,NA,NA,NA,NA,NA,NA,NA,99.69916,3.647643885,0.8043,0,3,2,2,NA,NA,0,0,0,1,0,7,7,0.19,1,0,1,1,0,42.86,28.57,28.57,2,40.29,27.2,32.51,10.5,5,2,2,2,4,NA,78.98799,65.98724196,13.71547679,3.4525,0.322087109,12.97108,NA,1,0,1,131,1,0,1,1,1,1,1.967065187
Switzerland,1980,CHE,Europe & Central Asia,High income,18832.19672,9.843323275,4.601977372,2.491512144,NA,NA,NA,NA,NA,NA,NA,102.3329,4.022499097,0.8043,0,3,2,2,NA,NA,0,0,0,0,0,7,7,0.19,1,0,1,1,0,42.86,28.57,28.57,2,43.79,26.04,30.18,10.5,5,2,2,2,4,NA,85.45794,66.41402703,13.84474372,4.7625,0.189159796,12.66659,NA,1,0,1,132,1,0,1,1,1,1,2.002715346
Switzerland,1981,CHE,Europe & Central Asia,High income,17153.40132,9.749951761,1.560650542,4.601977372,1.047028218,NA,NA,NA,NA,NA,NA,100.3965,6.490310103,0.8043,0,3,2,2,NA,NA,0,0,0,0,0,7,7,0.19,1,0,1,1,0,42.86,28.57,28.57,2,43.79,26.04,30.18,10.5,5,2,2,2,4,NA,84.83917,66.88224873,13.88285877,5.57,0.184842795,12.42456,NA,1,0,1,133,1,0,NA,NA,NA,NA,1.554768625
Switzerland,1982,CHE,Europe & Central Asia,High income,17478.65579,9.768735746,-1.476144663,1.560650542,-1.884376943,1.047028218,NA,NA,NA,NA,NA,98.13896,5.655101467,0.8043,0,3,2,2,NA,NA,0,0,0,0,0,7,7,0.19,1,0,1,1,0,42.86,28.57,28.57,2,43.79,26.04,30.18,10.5,5,2,2,2,4,NA,79.83898,67.34082026,13.89521281,4.598333333,0.397636414,13.20798,29.6,1,0,1,134,1,0,1,1,1,1,1.55112185
Switzerland,1983,CHE,Europe & Central Asia,High income,17341.99488,9.760886289,0.697167985,-1.476144663,0.208475082,-1.884376943,NA,NA,NA,NA,NA,97.66679,2.949831514,0.81,0,3,2,2,NA,NA,0,0,0,1,0,7,7,0.19,1,0,1,1,0,42.86,28.57,28.57,2,43.88,26.01,30.11,11,5,2,2,2,4,NA,80.50134,67.74528971,13.91208034,4.174166667,0.852477014,13.47706,NA,1,0,1,135,1,0,1,1,1,1,2.009135348
Switzerland,1984,CHE,Europe & Central Asia,High income,16499.14693,9.711063957,3.091873386,0.697167985,2.639204472,0.208475082,NA,NA,NA,NA,NA,100.7219,2.931435997,0.81,0,3,2,2,NA,NA,0,0,0,0,0,7,7,0.19,1,0,1,1,0,42.86,28.57,28.57,2,46.39,25.3,28.31,11,5,2,2,2,4,NA,84.65614,68.07581177,13.95679621,4.552916667,1.053209305,14.06463,NA,1,0,1,136,1,0,1,1,1,1,1.987915534
Switzerland,1985,CHE,Europe & Central Asia,High income,16655.33739,9.720486008,3.688399867,3.091873386,3.216945097,2.639204472,NA,NA,NA,NA,NA,100.5952,3.435389869,0.81,0,3,2,2,NA,NA,0,0,0,0,0,7,7,0.19,1,0,1,1,0,42.86,28.57,28.57,2,46.39,25.3,28.31,11,5,2,2,2,4,NA,87.22877,68.29242543,14.06986838,4.700083333,0.886441827,13.74644,NA,1,0,1,137,1,0,1,1,1,1,1.997096218
Switzerland,1986,CHE,Europe & Central Asia,High income,23751.44952,10.07539884,1.860480493,3.688399867,1.329945816,3.216945097,NA,NA,NA,NA,NA,101.3719,0.75030887,0.81,0,3,2,2,NA,NA,0,0,0,0,0,7,7,0.19,1,0,1,1,0,42.86,28.57,28.57,2,46.39,25.3,28.31,11,5,2,2,2,4,NA,82.1431,68.40619024,14.22840095,4.229916667,0.752224684,13.64701,NA,1,0,1,138,1,0,1,1,1,1,1.985570285
Switzerland,1987,CHE,Europe & Central Asia,High income,29558.89548,10.29414001,1.518365379,1.860480493,0.949403511,1.329945816,NA,NA,NA,NA,NA,99.64002,1.440328424,0.8266,0,3,2,2,NA,NA,0,0,0,1,0,7,7,0.19,1,0,1,1,0,42.86,28.57,28.57,2,46.47,25.37,28.15,14,5,2,2,2,4,NA,80.6133,68.4732728,14.36046851,4.03275,0.706196129,13.55596,NA,1,0,1,139,1,0,1,1,1,1,1.987257723
Switzerland,1988,CHE,Europe & Central Asia,High income,31743.65291,10.36544808,3.290889527,1.518365379,2.521347131,0.949403511,NA,NA,NA,NA,NA,99.35424,1.872459172,0.8266,0,3,2,2,NA,NA,0,0,0,0,0,7,7,0.19,1,0,1,1,0,42.86,28.57,28.57,2,47.8,26.42,25.79,14,5,2,2,2,4,NA,82.69432,68.4767312,14.45886537,4.01975,0.606295824,13.75135,NA,1,0,1,140,1,0,1,1,1,1,1.994272839
Switzerland,1989,CHE,Europe & Central Asia,High income,30401.89248,10.32226014,4.375814875,3.290889527,3.490642994,2.521347131,NA,NA,NA,NA,NA,101.4465,3.1552891,0.8266,0,3,2,2,NA,NA,0,0,0,0,0,7,7,0.19,1,0,1,1,0,42.86,28.57,28.57,2,47.8,26.42,25.79,14,5,2,2,2,4,NA,87.04004,68.42840559,14.53539649,5.197333333,0.456927001,13.40233,NA,1,0,1,141,1,0,1,1,1,1,1.560652912
Switzerland,1990,CHE,Europe & Central Asia,High income,38428.3855,10.55655167,3.69938466,4.375814875,2.615466243,3.490642994,31.45008441,NA,-0.059735687,29.18812982,0.406043541,101.8265,5.403953982,0.8266,0,3,2,2,NA,NA,0,0,0,0,0,7,7,0.19,1,0,1,1,0,42.86,28.57,28.57,2,47.8,26.42,25.79,14,5,2,2,2,4,NA,82.36914,68.33579029,14.56867122,6.449416667,0.468913496,7.524785062,NA,1,0,1,142,1,0,1,1,1,1,1.985749954
Switzerland,1991,CHE,Europe & Central Asia,High income,38399.21061,10.55579218,-0.935024681,3.69938466,-2.146489816,2.615466243,33.67315259,2.22306818,-1.787153403,31.15845998,-1.240725994,97.72323,5.859585935,0.8445,0,3,2,2,NA,NA,0,0,0,1,0,7,7,0.19,1,0,1,1,0,42.86,28.57,28.57,2,47.76,26.28,25.96,17.5,5,2,2,2,4,NA,79.08891,68.29247591,14.55883886,6.239657167,1.644925475,8.090128593,NA,1,0,1,143,1,0,1,1,1,1,1.992596181
Switzerland,1992,CHE,Europe & Central Asia,High income,39534.542,10.58493005,-0.13307724,-0.935024681,-1.139719074,-2.146489816,38.92551134,5.25235875,-3.054554564,33.25618049,-2.302315363,98.56031,4.037009164,0.8445,0,3,2,2,NA,NA,0,0,0,0,0,7,7,0.19,1,0,1,1,0,42.86,28.57,28.57,2,47.26,24.66,28.08,17.5,5,2,2,2,4,NA,78.60571,68.09771783,14.56350587,6.398413417,2.703835249,9.12074339,28,1,0,1,144,1,0,1,1,1,1,1.99211404
Switzerland,1993,CHE,Europe & Central Asia,High income,38100.73673,10.5479889,-0.180695371,-0.13307724,-1.03142251,-1.139719074,43.44561272,4.52010138,-3.515698679,34.28852868,-2.776054424,97.67501,3.292629483,0.8445,0,3,2,2,NA,NA,0,0,0,0,0,7,7,0.19,1,0,1,1,0,42.86,28.57,28.57,2,47.26,24.66,28.08,17.5,5,2,2,2,4,NA,77.78679,67.90555967,14.59135683,4.552368583,3.63521862,10.26281937,NA,1,0,1,145,1,0,1,1,1,1,1.981152911
Switzerland,1994,CHE,Europe & Central Asia,High income,41843.75688,10.64169789,1.333158394,-0.180695371,0.46568642,-1.03142251,46.09465446,2.64904174,-2.880943849,34.27757963,-2.038205174,101.8836,0.852141522,0.8445,0,3,2,2,NA,NA,0,0,0,0,0,7,7,0.19,1,0,1,1,0,42.86,28.57,28.57,2,47.26,24.66,28.08,17.5,5,2,2,2,4,NA,77.61981,67.75104495,14.64911489,4.958611333,3.644323587,10.12433994,NA,1,0,1,146,1,0,1,1,1,1,1.99776692
Switzerland,1995,CHE,Europe & Central Asia,High income,48662.43977,10.79266275,0.594957832,1.333158394,-0.18835075,0.46568642,48.19666248,2.10200802,-2.112958044,34.08043688,-1.266078321,101.4305,1.799799563,0.8212,0,3,2,2,NA,NA,0,0,0,1,0,7,7,0.19,1,0,1,1,0,42.86,28.57,28.57,2,47.18,24.47,28.36,18,5,2,2,2,4,NA,77.30435,67.62408536,14.73121804,4.52145375,3.15696907,9.309117317,NA,1,0,1,147,1,0,1,1,1,1,1.998435697
Switzerland,1996,CHE,Europe & Central Asia,High income,46676.85094,10.75100362,0.581161768,0.594957832,0.096985278,-0.18835075,50.6068438,2.41018132,-1.973311279,34.38773582,-1.206394882,98.76785,0.811658038,0.8212,0,3,2,2,NA,NA,0,0,0,0,0,7,7,0.19,1,0,1,1,0,42.86,28.57,28.57,2,45.68,20.99,33.33,18,5,2,2,2,4,1,79.82497,67.5076577,14.83153425,3.99802475,3.455189705,9.691579819,NA,1,0,1,148,1,0,1,1,1,1,1.987001824
Switzerland,1997,CHE,Europe & Central Asia,High income,40417.96228,10.60702958,2.296590104,0.581161768,2.093918153,0.096985278,52.59507515,1.98823135,-2.860108781,34.52247067,-1.996512983,98.46947,0.520214642,0.8212,0,3,2,2,NA,NA,0,0,0,0,0,7,7,0.19,1,0,1,1,0,42.86,28.57,28.57,2,45.68,20.99,33.33,21,5,2,2,2,4,1,89.35052,67.41569597,14.9553963,3.356440917,3.931323767,10.05248165,NA,1,0,1,149,1,0,1,1,1,1,1.990694123
Switzerland,1998,CHE,Europe & Central Asia,High income,41497.20261,10.6333813,2.871110282,2.296590104,2.684326239,2.093918153,55.47009946,2.87502431,-1.860346356,34.53682118,-0.911063196,101.6918,0.017948859,0.8212,0,3,2,2,NA,NA,0,0,0,0,0,7,7,0.19,1,0,1,1,0,42.86,28.57,28.57,2,45.68,20.99,33.33,21,5,2,2,2,4,1,88.88647,67.35968476,15.08465188,3.044583333,3.321590662,9.979883194,NA,1,0,1,150,1,0,1,1,1,1,1.999499748
Switzerland,1999,CHE,Europe & Central Asia,High income,40581.30705,10.61106282,1.613972183,2.871110282,1.210872146,2.684326239,52.56797455,-2.90212491,-0.936523078,33.85514707,0.165552477,99.38029,0.806446857,0.8066,0,3,2,2,NA,NA,0,0,0,1,0,7,7,0.19,1,0,1,1,0,42.86,28.57,28.57,2,45.89,20.95,33.15,22.5,5,2,2,2,4,1,90.09763,67.32099215,15.20412047,3.039333333,2.807737827,9.790808678,NA,1,0,1,151,1,0,1,1,1,1,1.98403068
Switzerland,2000,CHE,Europe & Central Asia,High income,37868.32306,10.54187024,4.104460334,1.613972183,3.35438373,1.210872146,52.655753,0.08777845,-0.445894213,34.1717305,0.525400778,101.973,1.558518468,0.8066,0,3,2,2,NA,NA,0,0,0,0,0,7,7,0.19,1,0,1,1,0,42.86,28.57,28.57,2,50.29,20.23,29.48,23,5,2,2,2,4,1,98.24867,67.30218502,15.3236596,3.925083333,2.540366411,9.297472954,27.2,1,0,1,152,1,0,1,1,1,1,1.987750261
Switzerland,2001,CHE,Europe & Central Asia,High income,38538.99005,10.55942574,1.445746263,4.104460334,0.673371792,3.35438373,52.53070155,-0.12505145,-0.822343517,33.82564299,0.070175275,101.6316,0.989017153,0.8066,0,3,2,2,NA,NA,0,0,0,0,0,7,7,0.19,1,0,1,1,0,42.86,28.57,28.57,2,50.29,20.23,29.48,23,5,2,2,2,4,1,96.16503,67.50141366,15.54220177,3.38175,2.244805098,9.520179749,NA,1,0,1,153,1,0,1,1,1,1,1.992915513
Switzerland,2002,CHE,Europe & Central Asia,High income,41376.39399,10.6304658,0.146968207,1.445746263,-0.592227692,0.673371792,60.0953202,7.56461865,-2.664352854,36.25573452,-1.651414382,98.37066,0.642708442,0.8066,0,3,2,2,NA,NA,0,0,0,0,0,7,7,0.19,1,0,1,1,0,42.86,28.57,28.57,2,50.29,20.23,29.48,23,5,2,2,2,4,1,91.2412,67.61534953,15.59395103,3.198916667,2.865115881,10.04114056,25.8,1,0,1,154,1,0,1,1,1,1,1.999376389
Switzerland,2003,CHE,Europe & Central Asia,High income,48087.58314,10.78077928,0.079149794,0.146968207,-0.699890146,-0.592227692,58.47154277,-1.62377743,-2.420783253,35.63915911,-1.390716404,97.28549,0.638298911,0.7997,0,3,2,2,NA,NA,0,0,0,1,0,7,7,0.19,1,0,1,1,0,42.86,28.57,28.57,2,50.47,20,29.54,25,5,2,2,2,4,1,89.7637,67.74359106,15.66439549,2.65875,3.87943387,10.64903355,NA,1,0,1,155,1,0,1,1,1,1,1.998294678
Switzerland,2004,CHE,Europe & Central Asia,High income,53340.14766,10.88444457,2.665069797,0.079149794,2.072135872,-0.699890146,59.68125063,1.20970786,-2.21715309,34.9801964,-1.215091234,100.1891,0.802882618,0.7997,0,3,2,2,NA,NA,0,0,0,0,0,7,7,0.19,1,0,1,1,0,57.14,14.29,28.57,2,53.22,16.37,30.41,25,5,2,2,2,4,1,94.14259,67.85999453,15.77268118,2.740166667,4.147330284,10.54860687,24.9,1,0,1,156,1,0,1,1,1,1,1.985753562
Switzerland,2005,CHE,Europe & Central Asia,High income,54952.67372,10.91422762,3.090780004,2.665069797,2.45679894,2.072135872,57.05392827,-2.62732236,-1.181110982,34.01713567,-0.225527442,99.33041,1.171951144,0.7997,0,3,2,2,NA,NA,0,0,0,0,0,7,7,0.19,1,0,1,1,0,57.14,14.29,28.57,2,53.22,16.37,30.41,25,5,2,2,2,4,1,100.6151,67.95980517,15.91212341,2.0955,4.157574177,10.38262272,NA,1,0,1,157,1,0,1,1,1,1,1.983324071
Switzerland,2006,CHE,Europe & Central Asia,High income,57579.50195,10.96092191,4.117256988,3.090780004,3.338088149,2.45679894,50.70369094,-6.35023733,0.308791846,32.20211155,1.062114544,101.1189,1.059525055,0.7997,0,3,2,2,NA,NA,0,0,0,0,0,7,7,0.19,1,0,1,1,0,57.14,14.29,28.57,2,53.22,16.37,30.41,25,5,2,2,2,4,1,104.9386,68.02939265,16.09531798,2.517083333,3.778945446,9.796907425,NA,1,0,1,158,1,0,1,1,1,1,2.239030837
Switzerland,2007,CHE,Europe & Central Asia,High income,63555.2375,11.05966469,4.122656141,4.117256988,3.185584618,3.338088149,50.49350174,-0.2101892,0.928266172,30.94699987,1.534129254,102.4525,0.732336631,NA,0,3,2,2,NA,NA,0,0,0,1,0,7,7,0.19,1,0,1,1,0,57.14,14.29,28.57,2,53.35,16.49,30.15,28.5,5,2,2,2,4,1,111.895,68.07584478,16.301045,2.92675,3.417332888,9.404522896,29,1,0,1,159,1,0,1,1,1,1,1.388372081
Switzerland,2008,CHE,Europe & Central Asia,High income,72487.84593,11.19117418,2.212375991,4.122656141,0.864917227,3.185584618,48.72837043,-1.76513131,2.051066826,31.19553027,2.54660256,101.0484,2.42604804,NA,0,3,2,2,NA,NA,0,0,0,0,0,7,7,0.19,1,0,1,1,0,57.14,14.29,28.57,2,55.69,18.56,25.75,28.5,5,2,2,2,4,1,115.3651,68.10721293,16.48608282,2.896833333,3.188769341,9.178108215,NA,1,0,1,160,1,0,1,1,1,1,2.246330131
Switzerland,2009,CHE,Europe & Central Asia,High income,69927.46877,11.15521382,-2.116399225,2.212375991,-3.436225955,0.864917227,46.48575145,-2.24261898,0.758474319,33.1049167,1.23578979,94.94062,-0.480467934,NA,0,3,2,2,NA,NA,0,0,0,0,0,7,7,0.19,1,0,1,1,0,57.14,14.29,28.57,2,55.69,18.56,25.75,29,5,2,2,2,4,1,107.3221,68.06424039,16.69158307,2.202666667,4.061489105,10.172616,NA,1,0,1,161,1,0,1,1,1,1,1.997023175
Switzerland,2010,CHE,Europe & Central Asia,High income,74605.72102,11.21997247,2.82904919,-2.116399225,1.935433937,-3.436225955,44.9219972,-1.56375425,0.341436311,32.94560986,0.800262926,100.8294,0.688233449,NA,0,3,2,2,NA,NA,0,0,0,0,0,7,7,0.19,1,0,1,1,0,57.14,14.29,28.57,2,55.69,18.56,25.75,29,5,2,2,2,4,1,117.7715,67.99666635,16.8522996,1.631666667,4.243224144,10.12780285,27.8,1,0,1,162,1,0,1,1,1,1,2.259106823
Switzerland,2011,CHE,Europe & Central Asia,High income,88415.62806,11.38980402,1.937707034,2.82904919,0.568370351,1.935433937,45.0504124,0.1284152,0.755833142,32.89273986,1.10587707,102.4192,0.231336577,NA,0,3,2,2,NA,NA,0,0,0,1,0,7,7,0.19,1,0,1,1,0,57.14,14.29,28.57,2,55.69,18.47,25.84,28.5,5,2,2,2,4,1,123.0764,67.89652389,17.02926196,1.471666667,3.75731945,9.951044083,NA,1,0,1,163,1,0,1,1,1,1,2.146572999
Switzerland,2012,CHE,Europe & Central Asia,High income,83538.23008,11.33305965,1.055316877,1.937707034,-0.060803476,0.568370351,45.85558755,0.80517515,0.248107287,33.28270385,0.624480942,99.09107,-0.692545842,NA,0,3,2,2,NA,NA,0,0,0,0,0,7,7,0.19,1,0,1,1,0,57.14,14.29,28.57,2,55.69,16.77,27.54,29,5,2,2,2,4,1,124.1798,67.74345842,17.28034335,0.646666667,3.882255554,10.06498623,NA,1,0,1,164,1,0,1,1,1,1,2.136572761
Switzerland,2013,CHE,Europe & Central Asia,High income,85112.4644,11.35172877,1.813925686,1.055316877,0.687571592,-0.060803476,45.53300324,-0.32258431,-0.504348567,34.14071972,-0.18351873,100.3041,-0.217308518,NA,0,3,2,2,NA,NA,0,0,0,0,0,7,7,0.19,1,0,1,1,0,57.14,14.29,28.57,2,55.69,16.77,27.54,31,5,2,2,2,4,1,132.4944,67.50614251,17.6044226,0.949166667,4.061358452,10.19889832,28,1,0,1,165,1,0,1,1,1,1,NA
Switzerland,2014,CHE,Europe & Central Asia,High income,86605.56338,11.36911933,1.991767565,1.813925686,1.206825767,0.687571592,45.6818147,0.14881146,-0.301303802,33.78351345,-0.028520749,100.868,-0.01322916,NA,NA,NA,NA,2,NA,NA,0,0,0,0,0,7,7,0.19,1,0,1,1,0,57.14,14.29,28.57,2,55.69,16.77,27.54,31,5,2,2,2,4,1,117.3054,#VALUE!,#VALUE!,0.6925,4.197665691,10.22568703,NA,1,0,1,166,1,0,1,1,1,1,NA
Switzerland,2015,CHE,Europe & Central Asia,High income,82016.02131,11.31466989,0.790131218,1.991767565,0.080620518,1.206825767,45.39385737,-0.28795733,1.070490543,33.89668827,1.325507948,99.04015,-1.143900644,NA,NA,NA,NA,2,NA,NA,0,0,0,1,0,7,7,0.19,1,0,1,1,0,57.14285714,14.28571429,28.57142857,2,55.55029679,16.67304143,27.77666179,32,5,2,2,2,4,1,NA,#VALUE!,#VALUE!,-0.069166667,4.273801804,10.35257816,NA,1,0,1,167,1,0,1,1,1,1,NA
Cyprus,1976,CYP,Europe & Central Asia,High income,1157.411648,7.053941453,20.26629219,0.790131218,21.24487234,0.080620518,NA,NA,NA,NA,NA,NA,8.028744407,0.5599,0,2,2,0,NA,NA,0,0,NA,0,0,6.5,6.5,NA,1,0,NA,1,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,4,2,1,0.165697,156.21,#VALUE!,#VALUE!,NA,NA,NA,NA,1,0,1,2,1,0,0.5,0.666666667,0.5,0.583333333,0.367510847
Cyprus,1977,CYP,Europe & Central Asia,High income,1476.271543,7.29727496,16.36200095,20.26629219,16.3479758,21.24487234,NA,NA,NA,NA,NA,NA,8.896885736,0.5599,0,2,2,0,NA,NA,0,0,NA,0,0,7,6.5,NA,1,0,NA,1,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,4,2,1,0.165697,160.4146,#VALUE!,#VALUE!,NA,NA,NA,NA,1,0,1,3,1,0,0.5,0.666666667,0.5,0.583333333,0.371261615
Cyprus,1978,CYP,Europe & Central Asia,High income,1929.403607,7.564966222,7.777403359,16.36200095,7.378347628,16.3479758,NA,NA,NA,NA,NA,NA,11.07304426,0.5599,0,2,2,0,1,NA,0,0,NA,0,0,7,6.5,NA,1,0,NA,1,0,44.68244085,0,14.89414695,2,68.8384943,0,13.07931392,0,NA,0,4,2,1,0.165697,145.9652,#VALUE!,#VALUE!,NA,NA,NA,NA,1,0,1,4,1,0,0.5,0.666666667,0.5,0.583333333,0.36760359
Cyprus,1979,CYP,Europe & Central Asia,High income,2559.259675,7.847473306,9.905569384,7.777403359,9.054349603,7.378347628,NA,NA,NA,NA,NA,NA,13.13670498,0.5599,0,2,2,0,2,NA,0,0,NA,0,0,7,6.5,NA,1,0,NA,1,0,56.06475716,0,18.18181818,2,84.03361345,0,15.96638655,0,NA,0,4,2,1,0.165697,150.5068,#VALUE!,#VALUE!,NA,NA,NA,NA,1,0,1,5,1,0,0.666666667,0.666666667,0.5,0.666666667,0.41160205
Cyprus,1980,CYP,Europe & Central Asia,High income,4232.022939,8.350435394,5.753244701,9.905569384,4.610640152,9.054349603,NA,NA,NA,NA,NA,NA,14.15334345,0.5599,0,2,2,0,3,NA,0,0,NA,0,0,7,6.5,NA,1,0,NA,1,0,69.20019871,0,12.61798311,2,88.87587822,0,11.12412178,0,NA,0,4,2,1,0.165697,150.3658,#VALUE!,#VALUE!,NA,NA,NA,NA,1,0,1,6,1,0,0.666666667,0.666666667,0.5,0.666666667,0.268087174
Cyprus,1981,CYP,Europe & Central Asia,High income,4033.240478,8.302325421,2.516998441,5.753244701,0.828826187,4.610640152,NA,NA,NA,NA,NA,NA,12.38885231,0.7053,0,2,2,0,4,NA,0,0,NA,1,0,7,6.5,NA,1,0,NA,1,0,9.090909091,0,0,1,100,0,0,2.9,NA,0,4,2,1,0.165697,157.8819,#VALUE!,#VALUE!,NA,NA,NA,NA,1,0,1,7,1,0,NA,NA,NA,NA,0.704793358
Cyprus,1982,CYP,Europe & Central Asia,High income,4122.784499,8.324284063,6.021708985,2.516998441,4.774511459,0.828826187,NA,NA,NA,NA,NA,NA,10.35260037,0.7103,0,2,2,0,5,NA,0,0,NA,0,0,7,6.5,NA,1,0,NA,1,0,47.34744707,0,0,1,100,0,0,2.9,NA,0,4,2,1,0.165697,160.0889,#VALUE!,#VALUE!,NA,NA,NA,NA,1,0,1,8,1,0,0.833333333,1,1,0.916666667,0.699191987
Cyprus,1983,CYP,Europe & Central Asia,High income,4091.048498,8.316556573,5.582181702,6.021708985,4.715044666,4.774511459,NA,NA,NA,NA,NA,NA,5.044604104,NA,NA,NA,NA,0,6,NA,0,0,NA,0,1,7,6.5,NA,1,0,NA,1,0,61.12079701,0,0,1,100,0,0,2.9,NA,0,4,2,1,0.165697,158.9937,#VALUE!,#VALUE!,NA,NA,NA,NA,1,0,1,9,1,0,0.833333333,1,1,0.916666667,1.247893094
Cyprus,1984,CYP,Europe & Central Asia,High income,4258.743589,8.356729464,8.757894384,5.582181702,7.357755273,4.715044666,NA,NA,NA,NA,NA,NA,8.181919733,NA,NA,NA,NA,0,7,NA,0,0,NA,0,0,7,6.5,NA,1,0,NA,1,0,54.54545455,0,0,1,100,0,0,2.9,NA,0,4,2,1,0.165697,169.3202,#VALUE!,#VALUE!,NA,NA,NA,NA,1,0,1,10,1,0,0.833333333,1,1,0.916666667,1.247203741
Cyprus,1985,CYP,Europe & Central Asia,High income,4488.287003,8.409226394,4.882540772,8.757894384,3.615236622,7.357755273,NA,NA,NA,NA,NA,NA,5.667708629,NA,NA,NA,NA,0,8,NA,0,0,NA,1,0,7,6.5,NA,1,0,NA,1,0,66.46741386,0,0,1,100,0,0,1.8,NA,0,4,2,1,0.165697,149.7643,#VALUE!,#VALUE!,NA,NA,NA,NA,1,0,1,11,1,0,0.833333333,1,1,0.916666667,0.991161719
Cyprus,1986,CYP,Europe & Central Asia,High income,5642.631476,8.638105809,3.70395029,4.882540772,2.52140639,3.615236622,NA,NA,NA,NA,NA,NA,4.150668939,NA,NA,NA,NA,0,9,NA,0,0,NA,0,0,7,6.5,NA,1,0,NA,1,0,66.66666667,0,0,1,100,0,0,1.8,NA,0,4,2,1,0.165697,130.5636,#VALUE!,#VALUE!,NA,NA,NA,NA,1,0,1,12,1,0,0.833333333,1,1,0.916666667,1.249363764
Cyprus,1987,CYP,Europe & Central Asia,High income,6690.577975,8.808455543,7.065250812,3.70395029,5.907273388,2.52140639,NA,NA,NA,NA,NA,NA,3.861848708,NA,NA,NA,NA,0,10,NA,0,0,NA,0,0,7,6.5,NA,1,0,NA,1,0,66.66666667,0,0,1,100,0,0,1.8,NA,0,4,2,1,0.165697,135.882,#VALUE!,#VALUE!,NA,NA,NA,NA,1,0,1,13,1,0,0.833333333,1,1,0.916666667,1.24319924
Cyprus,1988,CYP,Europe & Central Asia,High income,7645.629767,8.941889491,8.646777846,7.065250812,7.500785644,5.907273388,NA,NA,NA,NA,NA,NA,3.193692658,NA,NA,NA,NA,0,11,NA,0,0,NA,0,1,7,6.5,NA,1,0,NA,1,0,10.56466302,0,0,1,15.89041096,0,0,1.8,NA,0,4,2,1,0.165697,141.6706,#VALUE!,#VALUE!,NA,NA,NA,NA,1,0,1,14,1,0,0.833333333,1,1,0.916666667,1.254772604
