iso,country,cown,region,year,gdppccurr,gdpgr,gdppcgr,inflation,imf_debt,wb_debt,imf_balance,oecd_balance,income_group,lending_category
CMR,Cameroon,471,Sub-Saharan Africa,1966,144.2520758,4.614955621,2.186860272,0.188376712,NA,NA,NA,NA,Lower middle income,Blend
CMR,Cameroon,471,Sub-Saharan Africa,1967,154.1756272,-10.91206559,-13.02092966,23.62918508,NA,NA,NA,NA,Lower middle income,Blend
CMR,Cameroon,471,Sub-Saharan Africa,1968,169.6245685,6.346323856,3.781263574,5.750729915,NA,NA,NA,NA,Lower middle income,Blend
CMR,Cameroon,471,Sub-Saharan Africa,1969,181.0678013,4.901479523,2.325541147,5.301961404,NA,NA,NA,NA,Lower middle income,Blend
CMR,Cameroon,471,Sub-Saharan Africa,1970,177.7063609,3.092068236,0.516738703,7.884003357,NA,NA,NA,NA,Lower middle income,Blend
CMR,Cameroon,471,Sub-Saharan Africa,1971,184.2397815,3.479707817,0.851519808,3.440124686,NA,NA,NA,NA,Lower middle income,Blend
CMR,Cameroon,471,Sub-Saharan Africa,1972,208.1314731,2.673843292,0.023333123,7.976383458,NA,NA,NA,NA,Lower middle income,Blend
CMR,Cameroon,471,Sub-Saharan Africa,1973,249.0902541,5.355680778,2.589584267,6.529533041,NA,NA,NA,NA,Lower middle income,Blend
CMR,Cameroon,471,Sub-Saharan Africa,1974,310.9114267,10.73426226,7.775051777,10.65609286,NA,NA,NA,NA,Lower middle income,Blend
CMR,Cameroon,471,Sub-Saharan Africa,1975,369.1346945,11.24505877,8.218391308,5.990072825,NA,NA,NA,NA,Lower middle income,Blend
CMR,Cameroon,471,Sub-Saharan Africa,1976,401.1492919,-5.495138397,-8.108479331,19.67444351,NA,NA,NA,NA,Lower middle income,Blend
CMR,Cameroon,471,Sub-Saharan Africa,1977,426.6103015,13.73987152,10.54684019,5.884773834,NA,NA,NA,NA,Lower middle income,Blend
CMR,Cameroon,471,Sub-Saharan Africa,1978,542.9245797,22.00300492,18.52489905,3.409806634,NA,NA,NA,NA,Lower middle income,Blend
CMR,Cameroon,471,Sub-Saharan Africa,1979,694.7470764,6.035118773,2.963576359,12.85276675,NA,NA,NA,NA,Lower middle income,Blend
CMR,Cameroon,471,Sub-Saharan Africa,1980,782.1396718,-1.965291669,-4.849097697,14.24589465,NA,NA,NA,NA,Lower middle income,Blend
CMR,Cameroon,471,Sub-Saharan Africa,1981,859.6568809,17.08268225,13.59430208,8.800193826,NA,NA,NA,NA,Lower middle income,Blend
CMR,Cameroon,471,Sub-Saharan Africa,1982,799.5699949,7.516202606,4.281406937,12.48195145,NA,NA,NA,NA,Lower middle income,Blend
CMR,Cameroon,471,Sub-Saharan Africa,1983,781.5619272,6.866830566,3.625898367,12.76307193,NA,NA,NA,NA,Lower middle income,Blend
CMR,Cameroon,471,Sub-Saharan Africa,1984,800.8261351,7.474572543,4.195263471,13.55219179,NA,NA,NA,NA,Lower middle income,Blend
CMR,Cameroon,471,Sub-Saharan Africa,1985,810.7666623,8.063161672,4.753963411,11.18712788,NA,NA,NA,NA,Lower middle income,Blend
CMR,Cameroon,471,Sub-Saharan Africa,1986,1024.387656,6.77166308,3.494080004,0.179235687,NA,NA,NA,NA,Lower middle income,Blend
CMR,Cameroon,471,Sub-Saharan Africa,1987,1150.1642,-2.146650212,-5.147073962,-2.39230915,NA,NA,NA,NA,Lower middle income,Blend
CMR,Cameroon,471,Sub-Saharan Africa,1988,1132.477702,-7.823631975,-10.62726215,0.813898666,NA,NA,NA,NA,Lower middle income,Blend
CMR,Cameroon,471,Sub-Saharan Africa,1989,979.5901011,-1.819120513,-4.757451935,-1.819083163,NA,NA,NA,NA,Lower middle income,Blend
CMR,Cameroon,471,Sub-Saharan Africa,1990,951.8882236,-6.105697646,-8.855214691,1.643098431,NA,NA,NA,NA,Lower middle income,Blend
CMR,Cameroon,471,Sub-Saharan Africa,1991,1030.979969,-3.808599372,-6.564252618,3.568713529,NA,NA,NA,NA,Lower middle income,Blend
CMR,Cameroon,471,Sub-Saharan Africa,1992,918.3958707,-3.100003211,-5.819074876,-1.277671029,NA,NA,NA,NA,Lower middle income,Blend
CMR,Cameroon,471,Sub-Saharan Africa,1993,1214.697379,-7.932066575,-10.45730161,39.80023297,NA,NA,NA,NA,Lower middle income,Blend
CMR,Cameroon,471,Sub-Saharan Africa,1994,808.5760946,2.123935444,-0.608624512,9.61873528,NA,NA,NA,NA,Lower middle income,Blend
CMR,Cameroon,471,Sub-Saharan Africa,1995,716.4369269,3.469792148,0.769214765,4.992791916,NA,NA,NA,NA,Lower middle income,Blend
CMR,Cameroon,471,Sub-Saharan Africa,1996,761.151765,4.361086518,1.705470205,1.072764083,NA,NA,NA,NA,Lower middle income,Blend
CMR,Cameroon,471,Sub-Saharan Africa,1997,764.7846067,5.231320709,2.609337597,5.588903549,NA,NA,NA,NA,Lower middle income,Blend
CMR,Cameroon,471,Sub-Saharan Africa,1998,730.7326938,4.502291241,1.92529522,4.308289035,NA,NA,NA,NA,Lower middle income,Blend
CMR,Cameroon,471,Sub-Saharan Africa,1999,751.9782914,4.292016945,1.712563471,-1.119766442,NA,NA,NA,NA,Lower middle income,Blend
CMR,Cameroon,471,Sub-Saharan Africa,2000,660.1926971,3.553374364,0.961237317,5.214816796,NA,NA,NA,NA,Lower middle income,Blend
CMR,Cameroon,471,Sub-Saharan Africa,2001,661.7774417,4.368084242,1.719625216,1.460673165,NA,NA,NA,NA,Lower middle income,Blend
CMR,Cameroon,471,Sub-Saharan Africa,2002,719.8896584,4.237203677,1.561045985,1.841655702,NA,NA,NA,NA,Lower middle income,Blend
CMR,Cameroon,471,Sub-Saharan Africa,2003,881.0102086,4.567195256,1.851129014,0.195810514,NA,NA,NA,NA,Lower middle income,Blend
CMR,Cameroon,471,Sub-Saharan Africa,2004,1027.823,6.780955924,3.977432451,1.986006799,NA,NA,NA,NA,Lower middle income,Blend
CMR,Cameroon,471,Sub-Saharan Africa,2005,1030.038193,2.020662307,-0.683253793,0.748966068,NA,NA,NA,NA,Lower middle income,Blend
CMR,Cameroon,471,Sub-Saharan Africa,2006,1081.369831,3.457668793,0.690443666,3.358663703,15.9,NA,32.8,NA,Lower middle income,Blend
CMR,Cameroon,471,Sub-Saharan Africa,2007,1215.808213,4.902201732,2.074680989,0.957762904,12,NA,4.5,NA,Lower middle income,Blend
CMR,Cameroon,471,Sub-Saharan Africa,2008,1396.824988,3.488800919,0.688419344,6.612783812,9.5,NA,2.3,NA,Lower middle income,Blend
CMR,Cameroon,471,Sub-Saharan Africa,2009,1338.884377,2.198664102,-0.56519321,1.645181868,31.6,NA,-9.2,NA,Lower middle income,Blend
CMR,Cameroon,471,Sub-Saharan Africa,2010,1309.122208,3.422507641,0.636570103,1.909827788,30.1,NA,-4.2,NA,Lower middle income,Blend
CMR,Cameroon,471,Sub-Saharan Africa,2011,1429.647553,4.129277161,1.338592131,2.670232542,30.6,NA,2.4,NA,Lower middle income,Blend
CMR,Cameroon,471,Sub-Saharan Africa,2012,1380.509848,4.543265016,1.756738266,2.670900032,28.8,NA,0.5,NA,Lower middle income,Blend
CMR,Cameroon,471,Sub-Saharan Africa,2013,1493.746567,5.40426571,2.613702643,2.041154858,30.5,NA,-2.1,NA,Lower middle income,Blend
CMR,Cameroon,471,Sub-Saharan Africa,2014,1571.182535,5.884059327,3.102738745,2.096074939,41.5,NA,-4.2,NA,Lower middle income,Blend
CMR,Cameroon,471,Sub-Saharan Africa,2015,1353.92449,5.651463744,2.900267022,0.1791471,43.8,NA,-4.4,NA,Lower middle income,Blend
CMR,Cameroon,471,Sub-Saharan Africa,2016,1374.514172,4.450453266,1.75591711,0.030428659,52.4,NA,-2,NA,Lower middle income,Blend
CMR,Cameroon,471,Sub-Saharan Africa,2017,NA,NA,NA,NA,52.5,NA,-0.9,NA,Lower middle income,Blend
COD,Congo - Kinshasa,490,Sub-Saharan Africa,1960,220.3140631,NA,NA,NA,NA,NA,NA,NA,Low income,IDA
COD,Congo - Kinshasa,490,Sub-Saharan Africa,1961,197.3909477,-10.85137608,-13.07176086,6.099480422,NA,NA,NA,NA,Low income,IDA
COD,Congo - Kinshasa,490,Sub-Saharan Africa,1962,235.6324068,21.20069751,18.15180308,21.24076824,NA,NA,NA,NA,Low income,IDA
COD,Congo - Kinshasa,490,Sub-Saharan Africa,1963,377.4275418,5.213990134,2.525359239,87.8492032,NA,NA,NA,NA,Low income,IDA
COD,Congo - Kinshasa,490,Sub-Saharan Africa,1964,170.4660674,-2.440223564,-4.991154391,3.547977191,NA,NA,NA,NA,Low income,IDA
COD,Congo - Kinshasa,490,Sub-Saharan Africa,1965,232.811109,0.997348794,-1.711980028,38.95211807,NA,NA,NA,NA,Low income,IDA
COD,Congo - Kinshasa,490,Sub-Saharan Africa,1966,253.761636,6.775485302,3.834399465,4.973822195,NA,NA,NA,NA,Low income,IDA
COD,Congo - Kinshasa,490,Sub-Saharan Africa,1967,184.1345062,-0.985738661,-3.767528589,58.57441106,NA,NA,NA,NA,Low income,IDA
COD,Congo - Kinshasa,490,Sub-Saharan Africa,1968,206.7222842,4.332698464,1.381487819,59.88278486,NA,NA,NA,NA,Low income,IDA
COD,Congo - Kinshasa,490,Sub-Saharan Africa,1969,258.6186237,9.328837439,6.262844826,17.73106226,NA,NA,NA,NA,Low income,IDA
COD,Congo - Kinshasa,490,Sub-Saharan Africa,1970,243.7631573,-0.245056575,-2.992095295,-2.836948458,NA,NA,NA,NA,Low income,IDA
COD,Congo - Kinshasa,490,Sub-Saharan Africa,1971,272.0812665,6.005018067,3.154571175,8.20369613,NA,NA,NA,NA,Low income,IDA
COD,Congo - Kinshasa,490,Sub-Saharan Africa,1972,292.3140097,0.151135514,-2.491447539,10.18139852,NA,NA,NA,NA,Low income,IDA
COD,Congo - Kinshasa,490,Sub-Saharan Africa,1973,362.8637899,8.137275887,5.299886546,17.88704962,NA,NA,NA,NA,Low income,IDA
COD,Congo - Kinshasa,490,Sub-Saharan Africa,1974,430.7254315,3.130585879,0.391887955,18.23832289,NA,NA,NA,NA,Low income,IDA
COD,Congo - Kinshasa,490,Sub-Saharan Africa,1975,447.0002865,-4.981631005,-7.559712047,12.26541782,NA,NA,NA,NA,Low income,IDA
COD,Congo - Kinshasa,490,Sub-Saharan Africa,1976,409.5485438,-5.309002081,-7.948686059,57.39542862,NA,NA,NA,NA,Low income,IDA
COD,Congo - Kinshasa,490,Sub-Saharan Africa,1977,509.0998792,0.760793602,-2.10018371,37.27164893,NA,NA,NA,NA,Low income,IDA
COD,Congo - Kinshasa,490,Sub-Saharan Africa,1978,616.0216599,-5.345291528,-8.027389021,28.41429833,NA,NA,NA,NA,Low income,IDA
COD,Congo - Kinshasa,490,Sub-Saharan Africa,1979,587.1908018,0.430088262,-2.33771596,101.7700364,NA,NA,NA,NA,Low income,IDA
COD,Congo - Kinshasa,490,Sub-Saharan Africa,1980,546.1423977,2.194912924,-0.502028578,51.40755409,NA,NA,NA,NA,Low income,IDA
COD,Congo - Kinshasa,490,Sub-Saharan Africa,1981,463.6859364,2.350524075,-0.231023444,33.23022215,NA,NA,NA,NA,Low income,IDA
COD,Congo - Kinshasa,490,Sub-Saharan Africa,1982,492.5317093,-0.457677609,-2.892134229,43.48528353,NA,NA,NA,NA,Low income,IDA
COD,Congo - Kinshasa,490,Sub-Saharan Africa,1983,387.4937757,1.411703688,-1.042962945,78.21547289,NA,NA,NA,NA,Low income,IDA
COD,Congo - Kinshasa,490,Sub-Saharan Africa,1984,269.8259433,5.541074022,2.94400347,89.60322157,NA,NA,NA,NA,Low income,IDA
COD,Congo - Kinshasa,490,Sub-Saharan Africa,1985,240.7701781,0.467850951,-2.093891404,25.8109094,NA,NA,NA,NA,Low income,IDA
COD,Congo - Kinshasa,490,Sub-Saharan Africa,1986,263.8145604,4.717209653,1.97904674,28.45325651,NA,NA,NA,NA,Low income,IDA
COD,Congo - Kinshasa,490,Sub-Saharan Africa,1987,242.996146,2.675642451,-0.07280747,73.76739789,NA,NA,NA,NA,Low income,IDA
COD,Congo - Kinshasa,490,Sub-Saharan Africa,1988,273.1246877,0.470381337,-2.361049543,91.58618549,NA,NA,NA,NA,Low income,IDA
COD,Congo - Kinshasa,490,Sub-Saharan Africa,1989,269.5874462,-1.266050636,-4.279173979,110.262248,NA,NA,NA,NA,Low income,IDA
COD,Congo - Kinshasa,490,Sub-Saharan Africa,1990,270.1105809,-6.568310695,-9.67006979,108.9553071,NA,289.8447271,NA,NA,Low income,IDA
COD,Congo - Kinshasa,490,Sub-Saharan Africa,1991,253.0421708,-8.421051499,-11.73653413,2202.289884,NA,120.3021804,NA,NA,Low income,IDA
COD,Congo - Kinshasa,490,Sub-Saharan Africa,1992,219.7342375,-10.50000856,-13.93016983,4078.476278,NA,128.77523,NA,NA,Low income,IDA
COD,Congo - Kinshasa,490,Sub-Saharan Africa,1993,275.7352838,-13.46905054,-16.78345621,1662.416682,NA,103.9872236,NA,NA,Low income,IDA
COD,Congo - Kinshasa,490,Sub-Saharan Africa,1994,144.5206962,-3.899996803,-7.33633833,26762.01833,NA,169.7865805,NA,NA,Low income,IDA
COD,Congo - Kinshasa,490,Sub-Saharan Africa,1995,135.6734781,0.69999883,-2.500562472,466.4072443,NA,232.9362358,NA,NA,Low income,IDA
COD,Congo - Kinshasa,490,Sub-Saharan Africa,1996,134.939947,-1.023172642,-3.741818839,638.1888392,NA,243.5955063,NA,NA,Low income,IDA
COD,Congo - Kinshasa,490,Sub-Saharan Africa,1997,138.964642,-5.617046599,-7.898772199,192.6428345,NA,152.1870019,NA,NA,Low income,IDA
COD,Congo - Kinshasa,490,Sub-Saharan Africa,1998,138.615476,-1.624154045,-3.840838026,26.93537636,NA,NA,NA,NA,Low income,IDA
COD,Congo - Kinshasa,490,Sub-Saharan Africa,1999,102.6447985,-4.270140831,-6.477076421,441.9024919,NA,NA,NA,NA,Low income,IDA
COD,Congo - Kinshasa,490,Sub-Saharan Africa,2000,405.4696531,-6.910927317,-9.239756474,2630.122674,NA,NA,NA,NA,Low income,IDA
COD,Congo - Kinshasa,490,Sub-Saharan Africa,2001,153.6995733,-2.100173025,-4.766335642,73.05971136,NA,NA,NA,NA,Low income,IDA
COD,Congo - Kinshasa,490,Sub-Saharan Africa,2002,175.1360715,2.947765184,-0.029831099,31.71946123,NA,NA,NA,NA,Low income,IDA
COD,Congo - Kinshasa,490,Sub-Saharan Africa,2003,173.9163518,5.577822311,2.384650964,13.41545352,NA,NA,NA,NA,Low income,IDA
COD,Congo - Kinshasa,490,Sub-Saharan Africa,2004,194.1667863,6.738373933,3.429236238,6.365458263,NA,NA,NA,NA,Low income,IDA
COD,Congo - Kinshasa,490,Sub-Saharan Africa,2005,218.5235092,6.135151155,2.806262935,29.86954662,NA,NA,NA,NA,Low income,IDA
COD,Congo - Kinshasa,490,Sub-Saharan Africa,2006,NA,NA,NA,NA,149,NA,-3.6,NA,Low income,IDA
COD,Congo - Kinshasa,490,Sub-Saharan Africa,2006,NA,NA,NA,NA,149,NA,-3.6,NA,Low income,IDA
COD,Congo - Kinshasa,490,Sub-Saharan Africa,2006,NA,NA,NA,NA,149,NA,-3.6,NA,Low income,IDA
COD,Congo - Kinshasa,490,Sub-Saharan Africa,2006,NA,NA,NA,NA,149,NA,-3.6,NA,Low income,IDA
COD,Congo - Kinshasa,490,Sub-Saharan Africa,2006,252.8430454,5.320981058,1.983942218,12.10668419,149,NA,NA,NA,Low income,IDA
COD,Congo - Kinshasa,490,Sub-Saharan Africa,2006,252.8430454,5.320981058,1.983942218,12.10668419,149,NA,-3.6,NA,Low income,IDA
COD,Congo - Kinshasa,490,Sub-Saharan Africa,2006,252.8430454,5.320981058,1.983942218,12.10668419,NA,NA,NA,NA,Low income,IDA
COD,Congo - Kinshasa,490,Sub-Saharan Africa,2006,252.8430454,5.320981058,1.983942218,12.10668419,NA,NA,-3.6,NA,Low income,IDA
COD,Congo - Kinshasa,490,Sub-Saharan Africa,2007,NA,NA,NA,NA,126.1,NA,-3.8,NA,Low income,IDA
COD,Congo - Kinshasa,490,Sub-Saharan Africa,2007,NA,NA,NA,NA,126.1,NA,-3.8,NA,Low income,IDA
COD,Congo - Kinshasa,490,Sub-Saharan Africa,2007,NA,NA,NA,NA,126.1,NA,-3.8,NA,Low income,IDA
COD,Congo - Kinshasa,490,Sub-Saharan Africa,2007,NA,NA,NA,NA,126.1,NA,-3.8,NA,Low income,IDA
COD,Congo - Kinshasa,490,Sub-Saharan Africa,2007,280.1217437,6.259469847,2.849728176,18.86896482,126.1,NA,NA,NA,Low income,IDA
COD,Congo - Kinshasa,490,Sub-Saharan Africa,2007,280.1217437,6.259469847,2.849728176,18.86896482,NA,NA,NA,NA,Low income,IDA
COD,Congo - Kinshasa,490,Sub-Saharan Africa,2007,280.1217437,6.259469847,2.849728176,18.86896482,126.1,NA,-3.8,NA,Low income,IDA
COD,Congo - Kinshasa,490,Sub-Saharan Africa,2007,280.1217437,6.259469847,2.849728176,18.86896482,NA,NA,-3.8,NA,Low income,IDA
COD,Congo - Kinshasa,490,Sub-Saharan Africa,2008,318.1201341,6.225900286,2.784284749,19.58488661,NA,NA,-3.8,NA,Low income,IDA
COD,Congo - Kinshasa,490,Sub-Saharan Africa,2008,318.1201341,6.225900286,2.784284749,19.58488661,133.1,NA,-3.8,NA,Low income,IDA
COD,Congo - Kinshasa,490,Sub-Saharan Africa,2008,318.1201341,6.225900286,2.784284749,19.58488661,133.1,NA,NA,NA,Low income,IDA
COD,Congo - Kinshasa,490,Sub-Saharan Africa,2008,318.1201341,6.225900286,2.784284749,19.58488661,NA,NA,NA,NA,Low income,IDA
COD,Congo - Kinshasa,490,Sub-Saharan Africa,2008,NA,NA,NA,NA,133.1,NA,-3.8,NA,Low income,IDA
COD,Congo - Kinshasa,490,Sub-Saharan Africa,2008,NA,NA,NA,NA,133.1,NA,-3.8,NA,Low income,IDA
COD,Congo - Kinshasa,490,Sub-Saharan Africa,2008,NA,NA,NA,NA,133.1,NA,-3.8,NA,Low income,IDA
COD,Congo - Kinshasa,490,Sub-Saharan Africa,2008,NA,NA,NA,NA,133.1,NA,-3.8,NA,Low income,IDA
COD,Congo - Kinshasa,490,Sub-Saharan Africa,2009,NA,NA,NA,NA,63.3,NA,4.9,NA,Low income,IDA
COD,Congo - Kinshasa,490,Sub-Saharan Africa,2009,NA,NA,NA,NA,136.3,NA,4.9,NA,Low income,IDA
COD,Congo - Kinshasa,490,Sub-Saharan Africa,2009,NA,NA,NA,NA,63.3,NA,-2.6,NA,Low income,IDA
COD,Congo - Kinshasa,490,Sub-Saharan Africa,2009,NA,NA,NA,NA,136.3,NA,-2.6,NA,Low income,IDA
COD,Congo - Kinshasa,490,Sub-Saharan Africa,2009,292.6284114,2.855060107,-0.500123423,33.85480083,63.3,NA,4.9,NA,Low income,IDA
COD,Congo - Kinshasa,490,Sub-Saharan Africa,2009,292.6284114,2.855060107,-0.500123423,33.85480083,NA,NA,4.9,NA,Low income,IDA
COD,Congo - Kinshasa,490,Sub-Saharan Africa,2009,292.6284114,2.855060107,-0.500123423,33.85480083,63.3,NA,NA,NA,Low income,IDA
COD,Congo - Kinshasa,490,Sub-Saharan Africa,2009,292.6284114,2.855060107,-0.500123423,33.85480083,NA,NA,NA,NA,Low income,IDA
COD,Congo - Kinshasa,490,Sub-Saharan Africa,2010,318.0757516,7.078889424,3.570908827,17.40668125,NA,NA,15.5,NA,Low income,IDA
COD,Congo - Kinshasa,490,Sub-Saharan Africa,2010,318.0757516,7.078889424,3.570908827,17.40668125,22.2,NA,NA,NA,Low income,IDA
COD,Congo - Kinshasa,490,Sub-Saharan Africa,2010,318.0757516,7.078889424,3.570908827,17.40668125,NA,NA,NA,NA,Low income,IDA
COD,Congo - Kinshasa,490,Sub-Saharan Africa,2010,318.0757516,7.078889424,3.570908827,17.40668125,22.2,NA,15.5,NA,Low income,IDA
COD,Congo - Kinshasa,490,Sub-Saharan Africa,2010,NA,NA,NA,NA,35.1,NA,15.5,NA,Low income,IDA
COD,Congo - Kinshasa,490,Sub-Saharan Africa,2010,NA,NA,NA,NA,22.2,NA,4.9,NA,Low income,IDA
COD,Congo - Kinshasa,490,Sub-Saharan Africa,2010,NA,NA,NA,NA,35.1,NA,4.9,NA,Low income,IDA
COD,Congo - Kinshasa,490,Sub-Saharan Africa,2010,NA,NA,NA,NA,22.2,NA,15.5,NA,Low income,IDA
COD,Congo - Kinshasa,490,Sub-Saharan Africa,2011,357.4834938,6.864630026,3.356061413,10.36984207,23.8,NA,NA,NA,Low income,IDA
COD,Congo - Kinshasa,490,Sub-Saharan Africa,2011,357.4834938,6.864630026,3.356061413,10.36984207,NA,NA,15.4,NA,Low income,IDA
COD,Congo - Kinshasa,490,Sub-Saharan Africa,2011,357.4834938,6.864630026,3.356061413,10.36984207,23.8,NA,15.4,NA,Low income,IDA
COD,Congo - Kinshasa,490,Sub-Saharan Africa,2011,357.4834938,6.864630026,3.356061413,10.36984207,NA,NA,NA,NA,Low income,IDA
COD,Congo - Kinshasa,490,Sub-Saharan Africa,2011,NA,NA,NA,NA,23.8,NA,-1.8,NA,Low income,IDA
COD,Congo - Kinshasa,490,Sub-Saharan Africa,2011,NA,NA,NA,NA,29.9,NA,15.4,NA,Low income,IDA
COD,Congo - Kinshasa,490,Sub-Saharan Africa,2011,NA,NA,NA,NA,23.8,NA,15.4,NA,Low income,IDA
COD,Congo - Kinshasa,490,Sub-Saharan Africa,2011,NA,NA,NA,NA,29.9,NA,-1.8,NA,Low income,IDA
COD,Congo - Kinshasa,490,Sub-Saharan Africa,2012,398.1406948,7.157859628,3.63906725,7.493400677,NA,NA,NA,NA,Low income,IDA
COD,Congo - Kinshasa,490,Sub-Saharan Africa,2012,398.1406948,7.157859628,3.63906725,7.493400677,NA,NA,7.5,NA,Low income,IDA
COD,Congo - Kinshasa,490,Sub-Saharan Africa,2012,398.1406948,7.157859628,3.63906725,7.493400677,28.6,NA,NA,NA,Low income,IDA
COD,Congo - Kinshasa,490,Sub-Saharan Africa,2012,398.1406948,7.157859628,3.63906725,7.493400677,28.6,NA,7.5,NA,Low income,IDA
COD,Congo - Kinshasa,490,Sub-Saharan Africa,2012,NA,NA,NA,NA,31.5,NA,-2.4,NA,Low income,IDA
COD,Congo - Kinshasa,490,Sub-Saharan Africa,2012,NA,NA,NA,NA,31.5,NA,7.5,NA,Low income,IDA
COD,Congo - Kinshasa,490,Sub-Saharan Africa,2012,NA,NA,NA,NA,28.6,NA,-2.4,NA,Low income,IDA
COD,Congo - Kinshasa,490,Sub-Saharan Africa,2012,NA,NA,NA,NA,28.6,NA,7.5,NA,Low income,IDA
COD,Congo - Kinshasa,490,Sub-Saharan Africa,2013,458.1253652,8.449761257,4.895368966,9.700627697,NA,NA,NA,NA,Low income,IDA
COD,Congo - Kinshasa,490,Sub-Saharan Africa,2013,458.1253652,8.449761257,4.895368966,9.700627697,NA,NA,-5,NA,Low income,IDA
COD,Congo - Kinshasa,490,Sub-Saharan Africa,2013,458.1253652,8.449761257,4.895368966,9.700627697,34.2,NA,-5,NA,Low income,IDA
COD,Congo - Kinshasa,490,Sub-Saharan Africa,2013,458.1253652,8.449761257,4.895368966,9.700627697,34.2,NA,NA,NA,Low income,IDA
COD,Congo - Kinshasa,490,Sub-Saharan Africa,2013,NA,NA,NA,NA,34.4,NA,-3.1,NA,Low income,IDA
COD,Congo - Kinshasa,490,Sub-Saharan Africa,2013,NA,NA,NA,NA,34.4,NA,-5,NA,Low income,IDA
COD,Congo - Kinshasa,490,Sub-Saharan Africa,2013,NA,NA,NA,NA,34.2,NA,-5,NA,Low income,IDA
COD,Congo - Kinshasa,490,Sub-Saharan Africa,2013,NA,NA,NA,NA,34.2,NA,-3.1,NA,Low income,IDA
COD,Congo - Kinshasa,490,Sub-Saharan Africa,2014,NA,NA,NA,NA,36.5,NA,-16.7,NA,Low income,IDA
COD,Congo - Kinshasa,490,Sub-Saharan Africa,2014,NA,NA,NA,NA,36.5,NA,-4.2,NA,Low income,IDA
COD,Congo - Kinshasa,490,Sub-Saharan Africa,2014,NA,NA,NA,NA,47.6,NA,-16.7,NA,Low income,IDA
COD,Congo - Kinshasa,490,Sub-Saharan Africa,2014,NA,NA,NA,NA,47.6,NA,-4.2,NA,Low income,IDA
COD,Congo - Kinshasa,490,Sub-Saharan Africa,2014,487.1982806,9.470288098,5.896416369,0.993630667,NA,NA,-16.7,NA,Low income,IDA
COD,Congo - Kinshasa,490,Sub-Saharan Africa,2014,487.1982806,9.470288098,5.896416369,0.993630667,NA,NA,NA,NA,Low income,IDA
COD,Congo - Kinshasa,490,Sub-Saharan Africa,2014,487.1982806,9.470288098,5.896416369,0.993630667,47.6,NA,-16.7,NA,Low income,IDA
COD,Congo - Kinshasa,490,Sub-Saharan Africa,2014,487.1982806,9.470288098,5.896416369,0.993630667,47.6,NA,NA,NA,Low income,IDA
COD,Congo - Kinshasa,490,Sub-Saharan Africa,2015,497.6297557,6.91618781,3.44510359,-1.155897722,97.1,NA,NA,NA,Low income,IDA
COD,Congo - Kinshasa,490,Sub-Saharan Africa,2015,497.6297557,6.91618781,3.44510359,-1.155897722,NA,NA,-27.2,NA,Low income,IDA
COD,Congo - Kinshasa,490,Sub-Saharan Africa,2015,497.6297557,6.91618781,3.44510359,-1.155897722,NA,NA,NA,NA,Low income,IDA
COD,Congo - Kinshasa,490,Sub-Saharan Africa,2015,497.6297557,6.91618781,3.44510359,-1.155897722,97.1,NA,-27.2,NA,Low income,IDA
COD,Congo - Kinshasa,490,Sub-Saharan Africa,2015,NA,NA,NA,NA,97.1,NA,-3.8,NA,Low income,IDA
COD,Congo - Kinshasa,490,Sub-Saharan Africa,2015,NA,NA,NA,NA,37.1,NA,-27.2,NA,Low income,IDA
COD,Congo - Kinshasa,490,Sub-Saharan Africa,2015,NA,NA,NA,NA,37.1,NA,-3.8,NA,Low income,IDA
COD,Congo - Kinshasa,490,Sub-Saharan Africa,2015,NA,NA,NA,NA,97.1,NA,-27.2,NA,Low income,IDA
COD,Congo - Kinshasa,490,Sub-Saharan Africa,2016,NA,NA,NA,NA,114.6,NA,-3.6,NA,Low income,IDA
COD,Congo - Kinshasa,490,Sub-Saharan Africa,2016,NA,NA,NA,NA,37,NA,-22.6,NA,Low income,IDA
COD,Congo - Kinshasa,490,Sub-Saharan Africa,2016,NA,NA,NA,NA,114.6,NA,-22.6,NA,Low income,IDA
COD,Congo - Kinshasa,490,Sub-Saharan Africa,2016,NA,NA,NA,NA,37,NA,-3.6,NA,Low income,IDA
COD,Congo - Kinshasa,490,Sub-Saharan Africa,2016,449.3715203,2.4,-0.902781146,5.513514752,114.6,NA,NA,NA,Low income,IDA
COD,Congo - Kinshasa,490,Sub-Saharan Africa,2016,449.3715203,2.4,-0.902781146,5.513514752,NA,NA,-22.6,NA,Low income,IDA
COD,Congo - Kinshasa,490,Sub-Saharan Africa,2016,449.3715203,2.4,-0.902781146,5.513514752,114.6,NA,-22.6,NA,Low income,IDA
COD,Congo - Kinshasa,490,Sub-Saharan Africa,2016,449.3715203,2.4,-0.902781146,5.513514752,NA,NA,NA,NA,Low income,IDA
COD,Congo - Kinshasa,490,Sub-Saharan Africa,2017,NA,NA,NA,NA,NA,NA,NA,NA,Low income,IDA
COD,Congo - Kinshasa,490,Sub-Saharan Africa,2017,NA,NA,NA,NA,NA,NA,-7.2,NA,Low income,IDA
COD,Congo - Kinshasa,490,Sub-Saharan Africa,2017,NA,NA,NA,NA,119.1,NA,NA,NA,Low income,IDA
COD,Congo - Kinshasa,490,Sub-Saharan Africa,2017,NA,NA,NA,NA,119.1,NA,-7.2,NA,Low income,IDA
